id_ogl,job.title,job.description
149426,KIEROWCA SAMOCHODU OSOBOWEGO,"miejsce wykonywania pracy - cały teren województwa wielkopolskiego, mile widziana znajomość języka rosyjskiego"
149574,MURARZ,"OFERUJEMY:
pracę w renomowanej firmie o ugruntowanej pozycji na rynku
umowę o pracę w pełnym wymiarze czasu pracy
komfortowe warunki pracy
samodzielne stanowisko pracy
"
149720,KIEROWCA TAXI,"mile widziane doświadczenie na podobnym stanowisku
umiejętność obsługi aplikacji nawigacyjnych
preferowana pełna dyspozycyjność
"
149871,PRACOWNIK KUCHNI,"• Wykształcenie: brak wymagań
 • Doświadczenie zawodowe: mile widziane
 • Znajomość języków: niemiecki - komunikatywnie
 • Samodzielność, dbałość o higienę"
150021,OPERATOR WÓZKÓW WIDŁOWYCH,"wymagane uprawnienia UDT na wózki widłowe
pracodawca zapewnia bezpłatny przewóz pracowników z okolicznych miejscowości"
19237,SPRZEDAWCA,Doświadczenie zawodowe mile widziane.
19390,KASJER - SPRZEDAWCA,"doświadczenie pracy w sklepie ogólnospożywczym , znajomość standardów"
194381,PRACOWNIK DO PROWADZENIA ROZLICZEŃ Z NFZ,"wykszt. wyższe, doświadczenie na podobnym stanowisku, bardzo dobra znajomość obsługi komputera, pakietu MS Office, samodzielność, inicjatywa i dynamika w działaniu, umiejętność szybkiego uczenia się, doskonała organizacja pracy, dokładność, sumienność, odpowiedzialność, zaangażowanie"
194539,PRACOWNIK GOSPODARCZY,"Oferta przeznaczona dla osób z orzeczeniem  o stopniu niepełnosprawności, mile widziane doświadczenie na stanowisku pracy, praca w pełnym wymiarze czasu pracy I zmiana , wynagrodzenie brutto  2800 zł/mc"
194695,MECHANIK R142/1149-540/21,"wykszt. co najmniej zasadnicze zawodowe kierunkowe - mechanik lub pokrewne; doświadczenie w pracy na podobnym stanowisku; uprawnienia energetyczne; umiejętność posługiwania się dokumentacją techniczną; zdolności manualne i techniczne; praca w godz.: 07.00-19.00, 19.00-07.00; uprawnienia spawalnicze i doświadczenia w spawaniu rurociągów/aparatów ze stali nierdzewnej będą dodatkowym atutem"
194858,MONTER OKIEN,"[Umiejętność 1] : Doświadczenie w pracy na podobnym stanowisku mile widziane
[Inne] : W sprawie oferty proszę o kontakt z Iga Idzikowska tel.  <<PHONE>> a kontakt kandydatów z Martyna Górecka tel.+48 <<PHONE>>.
Możliwy bezpłatny transport z miejscowości Poddębice oraz  Łódź Kaliska (w załączeniu rozkład jazdy Autobusów)
"
195014,KIEROWCA - SERWISANT,"Wykształcenie brak wymagań, prawo jazdy kat. B, pracowitość, punktualność, mile widziane doświadczenie na podobnym stanowisku. Etat umowa na okres próbny 3 miesiące z możliwością stałego zatrudnienia, jedna zmiana od 06:00 - 14:00. Możliwość pracy od zaraz. Wynagrodzenie od 3000 zł brutto miesięcznie - do uzgodnienia. Miejsce pracy Bochnia"
195170,KADROWA,"Obsługa dokumentów kadrowych, rejestracje w ZUS i US, prowadzenie akt osobowych. Oczekujemy samodzielności w działaniach bieżących, doświadczenia w zakresie pracy kadrowej, oferujemy pracę w sympatycznym środowisku zawodowym. Godz. pracy między 09:00 - 17:00
"
195321,STANOWISKO DS. OPRACOWYWANIA ŁADUNKÓW,"Wymagania: mile widziane uprawnienia do obsługi wózków widłowych
 Obowiązki:
 - opracowywanie przesyłek
 - transportowanie przesyłek
 - opracowywanie przesyłek maszynowo
 

 *Praca w godzinach: 7:00-19:00, 19:00-7:00
 **Możliwość pracy w wymiarze całego etatu lub 0,875 etatu
 

 [Zgłoszenia:  <<EMAIL>> , 22 557 95 90]"
19546,SPRZEDAWCA,"Mile widziane doświadczenie, pracodawca przyuczy."
195488,KONSULTANT DZIAŁU SPRZEDAŻY,"WYKSZTAŁCENIE MINIMUM ŚREDNIE, JEDNA ZMIANA 8:00-16:00 - OFERTA STAŻU SKIEROWANA DO OSÓB BEZROBOTNYCH ZAREJESTROWANYCH W POWIATOWYM URZĘDZIE PRACY W KĘDZIERZYNIE-KOŹLU, W CELU OTRZYMANIA SKIEROWANIA NALEŻY SKONTAKTOWAĆ SIĘ ZE SWOIM DORADCĄ KLIENTA 77 4827043"
195650,STOLARZ BUDOWLANY/CIEŚLA,"Wykonywanie pracy z zaangażowaniem, punktualność, zorganizowanie. Umiejętność pracy indywidualnej i zespołowej. Wymagane doświadczenie w pracy w zawodzie – min.2 lata. Mile widziane doświadczenie w pracach budowlanych w Norwegii lub Skandynawii."
195811,NAUCZYCIEL CHEMII - SURDOPEDAGOG,"wykształcenie wyższe w zakresie nauczanego przedmiotu z przygotowaniem pedagogicznym lub studia magisterskie na dowolnym kierunku i studia podyplomowe w zakresie nauczanego przedmiotu oraz przygotowanie pedagogiczne, kurs kwalifikacyjny lub studia podyplomowe w zakresie surdopedagogiki"
195971,LABORANT CHEMICZNY,"Wymagane wykształcenie min. średnie o profilu: chemia, ochrona środowiska, biotechnologia, biologia, geologia, inżynieria środowiska, geologia, laborant. Praca na jedną zmianę, 1 tydzień w miesiącu praca na 2 zmianę."
196133,TECHNIK UTRZYMANIA OBIEKTU - KONSERWATOR,"Oczekiwania:
* Wykształcenie techniczne
* Znajomości obsługi instalacji (w zależności od kierunku wykształcenia):
- elektro-energetycznych
- wentylacji i klimatyzacji
- wodno-kanalizacyjnej

* Uprawnienia SEP mile widziane
* Obsługa komputera: Windows, MS Office
* Odpowiedzialność
* Uczciwość
* Sumienność w wykonywaniu powierzonych zadań
"
196297,KIEROWCA SAMOCHODU DOSTAWCZEGO,"prowadzenie pojazdu, umiejętność korzystania z nawigacji. Mile widziane: doświadczenie na stanowisku, znajomość j. rosyjskiego, sumienność, dyspozycyjność, dobra organizacja czasu pracy, brak nałogów alkoholowych. Praca na terenie UE"
196463,PRACOWNIK PRODUKCYJNY,"[System czasu pracy] : od 06:00 do 18:00, od 18:00 do 06:00
[Godzina zakończenia pracy] : 18:00
[Wymiar czasu pracy] : 200 godzin miesięcznie
[Inna umowa] : od 01.07.2021 r. do 01.01.2023 r.
Informacja starosty
[Inne] : Pracodawca użytkownik Mikułan Spółka Jawna Łukasz Michalski, Michał Michalski
"
196623,PIELĘGNIARKA,"Pełna zdolność do czynności prawnych oraz korzystanie z pełni praw publicznych.
Niekaralność (kandydat nie może być skazany prawomocnym wyrokiem sądu za umyślne przestępstwo, ścigany z oskarżenia publicznego lub umyślne przestępstwo skarbowe).
Nieposzlakowana opinia.
Doświadczenie w pracy z dziećmi z niepełnosprawnością intelektualną."
196780,OPERATOR PIŁ BUDOWLANYCH,"Wymagane doświadczenie 1-3 lata w technice diamentowej/ branży budowlanej, znajomość obsługi maszyn, wyczucie techniczne. Mile widziane wykształcenie średnie techniczne, uprawnienia na koparki/ ładowarki/ minikoparki. Samodzielność, dyspozycyjność, odpowiedzialność. Praca również w delegacji"
19693,SPRZEDAWCA,"aktualna książeczka zdrowia, doświadczenie zawodowe: preferowane co najmniej roczne."
196945,OPIEKUN DZIECI Z NIEPEŁNOSPRAWNOŚCIAMI,"[Inne] : Wymagane są kwalifikacje z zakresu opieki nad osobami z niepełnosprawnościami lub, w przypadku braku takich kwalifikacji, udokumentowane, minimum roczne doświadczenie w pracy z osobami z niepełnosprawnościami
"
197098,GŁÓWNY  SPAWALNIK,"Min. 5 lat praktyki zawodowej w nadzorze procesów spawania,uprawnienia VT1/VT2, mile widziane: uprawnienia Międzynarodowego/Europejskiego Inżyniera Spawalnika (IWE/EWE), znajomość rysunku technicznego,umiejętność analitycznego myślenia, szybkiego podejmowania decyzji, komunikatywność, umiejętność pracy w zespole, bardzo dobra organizacja pracy, odporność na stres, asertywność, mile widziana znajomość języka niemieckiego lub angielskiego.

"
197259,OPERATOR SPRZĘTU CIĘŻKIEGO-PŁUCZKARZ,"[Inne] : Uprawnienia: spycharki cat. II, koparki kat. II, ładowarki kat. II (5 m3). Praca w warunkach szczególnych na zwałowisku górniczym przy przeróbce mechanicznej węgla na zwałowisku górniczym.
Praca zmianowa od 6 do 18 i od 18 do 6.
Premie, ZFŚS, posiłki profilaktyczne, inne profity pracownicze
"
197417,PAKOWACZ,"mile widziane doświadczenie przy maszynach, zdolności manualne, umiejętność usuwania drobnych usterek, sumienność, odpowiedzialność, gotowość do pracy w ruchu ciągłym, mile widziane uprawnienia do obsługi wózka widłowego"
197577,PRACOWNIK OBSŁUGI SALI,"mile widziane doświadczenie zawodowe w obsłudze klienta lub w restauracji, ale nie koniecznie
- komunikatywność
- dobra organizacja pracy
- dbałość o detale
- książeczka sanitarno- epidemiologiczna
- komunikatywna znajomość j. angielskiego mile widziana"
197888,"MONTER KLIMATYZACJI 
(NR 2931)","Doświadczenie zawodowe: 1-2 lata na podobnym stanowisku
Znajomość budowy oraz zasad działania układu klimatyzacji
Umiejętność obsługi elektronarzędzi
Samodzielność, dokładność oraz umiejętność organizacji pracy
Prawo jazdy kat B mile widziane
posiadanie certyfikatu dla personelu
obsługa palnika acetylenowo-tlenowego do lutowania twardego / certyfikat"
198045,OPERATOR PILAREK,"Wykształcenie: zasadnicze zawodowe (stolarz). Doświadczenie zawodowe: mile widziane na podobnym stanowisku  Oczekiwania dodatkowe: rzetelność,  dyspozycyjność. Dodatkowe informacje: grupowe ubezpieczenie na życie, karnety SPA, bony świąteczne, paczki świąteczne dla dzieci, świadczenia z ZFŚS."
19866,SPRZEDAWCA,"komunikatywność, odporność na stres"
20018,SPRZEDAWCA,"chęć do pracy, osoba sumienna, pracowita"
20181,KASJER-SPRZEDAWCA,"doświadczenie, mile widziane badania sanitarne"
208,HANDLOWIEC PRACOWNIK BIUROWY,Uwaga miejsce pracy: Dobrzany.  Wynagrodzenie 2800 zł. brutto + premia + prowizja.
21191,SPRZEDAWCA,"wykształcenie zasadnicze zawodowe kierunek bez znaczenia, mile widziane doświadczenie w handlu i posiadanie książeczki do celów sanitarno-epidemiologicznych, dyspozycyjność, komunikatywność, chęci do pracy"
21349,SPECJALISTA DO SPRAW MARKETINGU/SPRZEDAWCA,"Wymagane wykształcenie minimum średnie, 1 rok doświadczenia zawodowego, Prawo jazdy kat. B, obsługa komputera, komunikatywność, uprzejmość, dyspozycyjność, język angielski w stopniu komunikatywnym"
21510,SPRZEDAWCA,"staż pracy 1 rok, dokładność, skrupulatność, punktualność, umiejętność pracy w zespole, obsługa kasy fiskalnej, miła aparycja, mile widziana aktualna książeczka zdrowia"
21667,SPRZEDAWCA-KASJER,"aktualna ks. dc sanitarno- epidemiologicznych, dyspozycyjność, komunikatywność; 
gotowość do pracy w systemie zmianowym oraz do pracy fizycznej; zaangażowanie"
25495,SPRZEDAWCA,"staż FP
gwarancja zatrudnienia
I zmiana 10:00-18:00
II zmiana 12:00-20:00
III zmiana 13:30-21:30
pora nocna 22:00-06:00
wymagania: wykształcenie min. zasadnicze zawodowe - mile widziane handlowe, komunikatywność i wysoka kultura osobista"
254992,KIEROWCA AUTOBUSU,"prawo jazdy kat. D, posiadanie ważnej kwalifikacji wstępnej lub szkolenia okresowego kierowców, zaświadczenie o braku zakazu wykonywania zawodu kierowcy, mile widziany staż w zawodzie oraz znajomość topografii miasta i organizacji sieci MZK, mile widziane posiadanie karty do tachografu elektronicznego, 1/2 etatu, wynagrodzenie 1550 zł + dodatki(premia, prowizja za sprzedaż biletów, dodatek za pracę w niedzielę i święta, dodatek za pracę w porze nocnej, dodatek stażowy)"
255185,OPERATOR MASZYN CIŚNIENIOWYCH (O),"Oferta pracy tymczasowej zgłoszona przez agencję zatrudnienia. Wymagania: mile widziane doświadczenie w obsłudze maszyn i urządzeń ciśnieniowych, wykształcenie podstawowe. Praca w Tarnowie od pon. do pt. na dwie zmiany w godz.: 7.00-15.00, 15.00-23.00, wynagrodzenie 2 800 zł brutto. Kontakt: """"ADECCO POLAND"""" Sp. z o.o., kontakt telefoniczny  <<PHONE>>, CV można przesyłać na adres e-mail:  <<EMAIL>> ."
255369,INFORMATYK,"Wykształcenie średnie lub wyższe,
Doświadczenie w pracy – mile widziane,
Umiejętność konfigurowania i zarządzania urządzeniami aktywnymi sieci,
Biegła znajomość obsługi i konfiguracji systemów operacyjnych z rodzin MS Windows oraz pakietów biurowych,
Znajomość obsługi baz danych,
Znajomość prawa w zakresie wymaganym na stanowisku (m.in. ustawa o podpisie elektronicznym, ustawa o ochronie danych osobowych),"
255543,KSIĘGOWA/WY,"Wymagania:
- wyższe wykształcenie ekonomiczne,
- praktyczne doświadczenie w zakresie pełnej księgowości w tym w sporządzaniu bilansów- min. 2 lata doświadczenia na samodzielnym stanowisku
- prowadzenie ksiąg rachunkowych oraz dokonywanie rozliczeń podatkowych w oparciu o aktualne przepisy, w tym: podatku dochodowego od osób prawnych, podatku dochodowego od osób fizycznych, podatku VAT, ustawy o rachunkowości, amortyzacji itd.,
- kontrola zmian podatkowych i nadzór nad prawidłowością księgowań
- samodzielność, odpowiedzi"
255723,WYCHOWAWCA OBOZOWY,"[Umiejętność 2] : uprawnienia wychowawcze oraz doświadczenie w pracy z dziećmi i młodzieżą
[Umiejętność 1] : uprawnienia instruktora survivalu i/lub harcerskie uprawnienia instruktorskie
[Inne] : Wymagania: 
- uprawnienia instruktora survivalu i/lub harcerskie uprawnienia instruktorskie,
- doświadczenie w prowadzeniu zajęć harcerskich/survivalowych,
- uprawnienia wychowawcze oraz doświadczenie w pracy z dziećmi i młodzieżą,
- poczucie odpowiedzialności i świadomość charakteru pracy z dziećmi i młodzieżą,
- umiejętność pracy w zespole, entuzjazm, poczucie humoru oraz chęć do dobrej zabawy.
"
255899,OPIEKUN W ŻŁOBKU-1/2 ETATU- CD,"Osoba powinna posiadać co najmniej wykszt. średnie oraz kurs opiekuna w żłobku oraz aktualny kurs I pomocy lub kwalifikacje pielęgniarki, położnej, opiekunki dziecięcej, nauczyciela wychowania przedszkolnego, nauczyciela edukacji wczesnoszkolnej lub pedagoga opiekuńczo-wychowawczego, pedagoga społeczno-wychowawczego, pedagogika wczesnej edukacji, terapeuty pedagogicznego.
Wymagany bardzo dobry kontakt z dziećmi, rozpoznawanie warunków i potrzeb zdrowotnych dzieci w wieku od 20 tyg. do 3 lat, odpowiedzialność, komunikatywność,  kreatywność, cierpliwość umiejętność pracy w zespole, umiejętność reagowania w trudnych sytuacjach, prowadzenia zajęć z grupą dzieci i indywidualnych."
256087,TECHNIK,"Przy wykształceniu średnim wymagane 3 letnie doświadczenie w zawodzie, a przy wyższym- 1 rok, znajomość pakietu MS Office, wymagane szkolenie dla inspektorów bezpieczeństwa teleinformatycznego wydane przez ABW lub SKW, mile widziane poświadczenie bezpieczeństwa-klauzula POUFNE, praca w niejawnych sieciach teleinformatycznych, ochrona informacji niejawnych, umowa o pracę w zastępstwie, praca na I zmianę w Grupie (7-15), wynagrodzenie brutto od 3020 zł/m-c+ 5% premii."
256272,MALARZ BUDOWLANY (O),"Wymagania: 6 miesięcy doświadczenia na stanowisku, umiejętność przygotowania podłoża, umiejętność szpachlowania i malowania ścian, wykształcenie bez znaczenia. Praca na terenie województwa małopolskiego (wyjazd i powrót w tym samym dniu, pracodawca zapewnia dojazd), na jedną zmianę, w godz.: 7:00-15:00, wynagrodzenie 3 500 zł brutto. Kontakt: Przedsiębiorstwo Budowlane IMBUD Jerzy i Jarosław Gajdosz Spółka Jawna, ul. Okrężna 4, 33-100 Tarnów, kontakt telefoniczny: 14 630 05 07 lub kontakt osobisty w godz.: 7.00-9.00."
3267,PRACOWNIK BIUROWY,"Pracodawca wymaga bardzo dobrej znajomości edytorów tekstu: MS WORD, Openoffice, arkuszy kalkulacyjnych: Ms Excel, Open Office.

KONTAKT W SPRAWIE OFERTY PRACY:
- osobisty: ul. Rampa Brzeska 3, 22-100 Chełm
- można również przesyłać CV drogą e-mailową na adres:  <<EMAIL>> 
"
368,POMOC BIUROWA,WYMAGANE MIN. 6 M CY DOŚWIADCZENIA
44,PRACOWNIK OBSŁUGI BIUROWEJ,Oferta stażu dla zarejestrowanych osób bezrobotnych.
441395,POMOC ADMINISTRACYJNA (S),"Staż będzie realizowany w ramach projektu Aktywizacja osób młodych pozostających bez pracy w powiecie tarnowskim i m. Tarnów (VI) Młodzi na start, który jest realizowany w ramach PO WER, Poddziałanie 1.1.1 i współfinansowany przez Unię Europejską ze środków Europejskiego Funduszu Społecznego.
 

 Wymagania: wykształcenie wyższe z zakresu administracji. Praca w Tarnowie w godz. 7.3000 -15.30. Zakres obowiązków: pomoc przy prowadzeniu rejestru wniosków o rejestracje pojazdu, wyrejestrowanie pojazdu, zgłoszenie zmian , wymiana dowodu rejestracyjnego, obsługa klienta pod nadzorem pracownika urzędu, pomoc przy zakładaniu indywidualnych teczek akt pojazdów ich układanie, pomoc w przygotowaniu dowodów rejestracyjnych do wydania , pomoc przy prowadzeniu rejestru wniosków o wydanie uprawnień do kierowania pojazdem, pomoc przy zakładaniu indywidualnych teczek akt kierowców i ich układanie."
441543,TERAPEUTA ZAJĘCIOWY,"Wymagania: ukończone studia wyższe na kierunku: psychologia, pedagogika, praca socjalna, arteterapia, terapia zajęciowa, itp. lub policealne studium terapii zajęciowej, zdolności manualne, komunikatywność, 3-miesięczne doświadczenie zawodowe polegające na realizacji usług dla osób z zaburzeniami psychicznymi (kursy i szkolenia pogłębiające umiejętności pracy z osobami niepełnosprawnymi intelektualnie).
Obowiązki:
- wspieranie indywidualnie uczestników ŚDS (podejmowanie się roli terapeuty indywidualnego dla ok. 6 uczestników przygotowując we współpracy z uczestnikiem plan postępowania wspierająco- aktywizującego), praca również z całą społecznością ośrodka
- projektowanie, organizowanie i prowadzenie (lub współprowadzenie) różnorodnych zajęć grupowych, m.in. treningi umiejętności społecznych, kulinarne, zajęcia ogólnorozwijające, a także rozwijające ekspresję twórczą
 - organizowanie dodatkowych warsztatów, projektów, wyjść usamodzielniających i wyjazdów integracyjnych (uczestniczenie w nich)
- współpraca z różnymi instytucjami ochrony zdrowia i pomocy społecznej oraz organizacjami pozarządowymi na rzecz integracji osób niepełnosprawnych intelektualnie ze społecznością lokalną
- prowadzenie dokumentacji indywidualnej dotyczącej pracy z uczestnikami oraz pracy grupowej.

[Zgłoszenia:  <<EMAIL>> ]"
642188,DOZORCA,"Wymagania: co najmniej 1 miesiąc doświadczenia zawodowego, mile ukończony kurs na kontrolera na przejściach dla pieszych.
Obowiązki: 
- sprawdzanie drzwi i okien (czy są zamknięte) po opuszczeniu szkoły przez dzieci, pracowników administracji, nauczycieli oraz osób sprzątających,
- wpuszczanie na teren szkoły firm, osób oraz młodzieży przychodzącej na zajęcia popołudniowe (osób małoletnich nie wolno wpuszczać bez wychowawców lub opiekunów),
- z chwilą zauważenia awarii C O, instalacji wodno  kanalizacyjnej, elektrycznej, alarmowej itp. powiadomienie konserwatora lub kierownika gospodarczego, a w razie potrzeby -  odpowiednich instytucji,
- sprzątanie i utrzymywanie w czystości chodników należących do szkoły,
- sprzątanie i utrzymywanie w czystości trawników, kwietników, boiska i podwórza szkoły, obejmuje to także koszenie terenów zielonych oraz uprzątnięcie skoszonej trawy/ liści itp.,
- odśnieżanie chodników i wszystkich przejść prowadzących do zabudowań szkoły oraz stosowanie środków zapobiegających skutkom gołoledzi,
- obchód całego obiektu  kilkakrotnie w czasie dyżuru,
- wykonywanie w razie potrzeby innych prac zleconych przez dyrektora szkoły lub osobę przez niego upoważnioną
- zapewnienie bezpieczeństwa uczniom na przejściu dla pieszych (dodatkowo)

*Wynagrodzenie zasadnicze: 2600 zł brutto + premia i wysługa lat. Wynagrodzenie nie mniejsze niż 2800 zł brutto.

[Zgłoszenia:  <<EMAIL>> , telefonicznie: 22 277 15 10]"
73922,DORADCA KLIENTA,"dobra dykcja, precyzyjne przekazywanie informacji, znajomość technik perswazji"
74137,DORADCA KLIENTA,"Doświadczenie w pracy z klientem, obsługa komputera, dobra organizacja czasu pracy, zorientowanie na wyniki, zdolności interpersonalne, wysoka motywacja do pracy"
