class,desc
216290,Pozostali architekci krajobrazu
216301,Projektant biżuteriiZajmuje się projektowaniem i wytwarzaniem biżuterii; odpowiada za przygotowanie kolekcji biżuterii zgodnie z obowiązującymi trendami i modą; przygotowuje pokazy biżuterii.
216302,"KostiumografOpracowuje na potrzeby filmu, teatru, TV i innych instytucji projekty kostiumów i innych elementów ubiorów, odpowiadających epoce i stylowi oraz zgodnych z koncepcją plastyczną dzieła, uzgodnioną z reżyserem i scenografem; sprawuje nadzór nad wykonaniem ubiorów, sprawdzając zgodność ich "
216303,"Projektant modyOpracowuje projekty różnego rodzaju odzieży oraz dodatków (butów, torebek itp.) o walorach artystycznych i użytkowych; prezentuje wykonaną wg własnego projektu kolekcję odzieży na publicznych pokazach mody, współpracując z agencjami modelek, agencjami reklamy oraz przemysłem odzieżowy"
216304,"Projektant wzornictwa przemysłowegoProjektant wzornictwa przemysłowego tworzy formy przedmiotów przeznaczonych do produkcji.

Projektant tworzy wzory przedmiotów powszechnego użytku o walorach artystycznych i funkcjonalnych, np. (meble, obuwie, maszyny, urządzenia przemysłowe, środki produkcji, śr"
216305,Projektant ekspozycji towarów i usług (visual merchandiser)Zajmuje się aranżowaniem powierzchni sprzedażowych; odpowiada za projektowanie danej ekspozycji towarów i usług zgodnie z obowiązującymi trendami na rynku oraz oczekiwaniami klientów.
216306,"Projektant wyrobów skórzanychProjektant wyrobów skórzanych (kaletniczych, obuwia) oraz pokrewnych wyrobów opracowuje projekty wyrobów skórzanych, w tym z wykorzystaniem programów komputerowych, odpowiada za przygotowanie kolekcji wyrobów skórzanych zgodnie z obowiązującymi trendami i modą."
216390,Pozostali projektanci wzornictwa przemysłowego i odzieży
216401,"Inżynier ruchu drogowegoZajmuje się projektowaniem organizacji ruchu drogowego; sporządza analizy szczegółowe dla dróg i ulic, w tym dla miejsc szczególnie niebezpiecznych na tych drogach; opracowuje projekty organizacji ruchu na drogach i ulicach uwzględniając wnioski wynikające z przeprowadzonych "
216402,"Inżynier ruchu kolejowegoProwadzi prace badawcze i projektowe w zakresie kolejnictwa, kieruje jednostkami zajmującymi się eksploatacją kolei, planuje, organizuje, kontroluje i sprawuje nadzór nad eksploatacją i utrzymaniem linii kolejowych oraz bezpieczeństwem ruchu kolejowego, wynikających z aktów "
216403,"UrbanistaProwadzi badania i studia, opracowuje programy i projekty planów budowy, rozbudowy i modernizacji miast lub ich części oraz innych jednostek sieci osadniczej; nadzoruje realizację miejscowych planów zagospodarowania przestrzennego."
216490,Pozostali urbaniści i inżynierowie ruchu drogowego
216501,"Inżynier geodeta – fotogrametria i teledetekcjaProwadzi prace naukowe i aplikacyjne polegające na opracowywaniu fotogrametrycznym zdjęć naziemnych, lotniczych i satelitarnych."
216502,"Inżynier geodeta – geodezja górniczaWykonuje prace mierniczo-geologiczne związane z budową i eksploatacją kopalń, ze szczególnym uwzględnieniem zasad racjonalnej gospodarki złożami oraz rekultywacji i zagospodarowania terenów pogórniczych."
216503,Inżynier geodeta – geodezja inżynieryjno-przemysłowaWykonuje prace geodezyjne na potrzeby obsługi inwestycji inżynierskich oraz prowadzi monitorowanie przemieszczeń i odkształceń obiektów inżynieryjnych.
216504,"Inżynier geodeta – geodezja urządzania terenów rolnych i leśnychKieruje zespołami specjalistów i samodzielnie prowadzi prace związane z kompleksowym urządzaniem terenów rolnych i leśnych, scaleniem i wymianą gruntów oraz bonitacją gleb."
216505,"Inżynier geodeta – geodezyjne pomiary podstawowe i satelitarneProwadzi prace polegające na projektowaniu, wykonywaniu i opracowywaniu pomiarów geofizycznych i pomiarów osnów podstawowych."
216506,Inżynier geodeta – geomatykaWykonuje prace topograficzne oraz opracowuje informatyczne bazy danych topograficznych i kartograficznych zobrazowań terenu.
216507,"Inżynier geodeta – kataster i gospodarka nieruchomościamiWykonuje prace związane z organizowaniem i nadzorowaniem gospodarki nieruchomościami, katastrem nieruchomości oraz powszechną taksacją nieruchomości."
216508,"KartografWykonuje prace związane z opracowaniem, redagowaniem i reprodukcją map"
216590,Pozostali kartografowie i geodeci
216601,"Grafik komputerowy DTPGrafik komputerowy DTP przygotowuje na etapie obróbki cyfrowej materiały graficzne do druku.

Grafik komputerowy DTP (Desktop Publishing Software) jest zawodem o charakterze usługowym. Celem pracy grafika komputerowego DTP jest przekazanie materiałów zapisanych cyfrowo na pap"
216602,"Grafik komputerowy multimediówGrafik komputerowy multimediów projektuje i przygotowuje elementy graficzne wykorzystywane w realizacjach multimedialnych.

Działalność grafika komputerowego multimediów polega na tworzeniu projektów graficznych oraz ich realizacji. Podstawowym wytworem są różnorodne "
216603,"IlustratorWykonuje projekty okładek do książek, magazynów, ilustracje do tekstów różnych publikacji: bajek, komiksów, powieści, książek popularnonaukowych, gier komputerowych, artykułów w magazynach, czasopismach i gazetach codziennych oraz reklam, bilbordów, opakowań produktów itp.; wykorzystuje gr"
216604,"Projektant grafikiProjektant grafiki projektuje materiały graficzne za pomocą technik grafiki warsztatowej i cyfrowej przy wsparciu oprogramowania komputerowego do celów promocyjnych, reklamowych i wydawniczych.

Projektant grafiki projektuje materiały graficzne najczęściej za pomocą specjalistycz"
216605,"Projektant grafiki stron internetowychOdpowiada za tworzenie projektów graficznych witryn i portali internetowych, zajmuje się tworzeniem kompleksowych rozwiązań interaktywnych, w tym także interfejsów użytkownika stron internetowych."
216606,"Specjalista do spraw animacji multimedialnejSpecjalista do spraw animacji multimedialnej planuje, projektuje i tworzy animacje przeznaczone do publikacji w szeroko pojętych multimediach.

Specjalista do spraw animacji multimedialnej zajmuje się planowaniem, projektowaniem i tworzeniem audiowizualn"
216690,Pozostali projektanci grafiki i multimediów
221101,"LekarzOdbywa staż podyplomowy przyznający ograniczone prawo do wykonywania zawodu, w dziedzinach: chorób wewnętrznych, pediatrii, w tym neonatologii, chirurgii ogólnej, w tym chirurgii urazowej, położnictwa i ginekologii, psychiatrii, anestezjologii i intensywnej terapii, medycyny ratunkowej oraz w "
221102,"Lekarz ze specjalizacją I stopniaOdbywa specjalizację w dziedzinach określonych w obowiązującym rozporządzeniu Ministra Zdrowia w sprawie specjalizacji lekarzy i lekarzy dentystów (na przykład takich jak: alergologia, chirurgia ogólna, epidemiologia, intensywna terapia, medycyna pracy, okulistyka, p"
221201,"Lekarz – specjalista alergologiiRozpoznaje, różnicuje i leczy choroby alergiczne, będące następstwem uczulenia na czynniki zewnętrzne, z wykorzystaniem prób (testów) skórnych i śluzówkowych, badań czynnościowych układu oddechowego, diet eliminacyjnych, prób immunologicznych i innych metod diagnostyc"
221202,"Lekarz – specjalista anestezjologii i intensywnej terapiiRozpoznaje, różnicuje i leczy stany zagrożenia życia w następstwie nagłych chorób, urazów, zatruć i innych przyczyn oraz znieczula ogólnie i miejscowo, leczy ból i prowadzi intensywną terapię za pomocą odpowiedniej aparatury i sprzętu oraz pod"
221203,"Lekarz – specjalista angiologiiRozpoznaje, różnicuje i leczy ostre i przewlekłe choroby układu naczyniowego, planuje i nadzoruje rehabilitacje oraz podejmuje działania na rzecz promocji zdrowia i zapobiegania chorobom układu naczyniowego."
221204,"Lekarz – specjalista audiologii i foniatriiRozpoznaje, różnicuje i leczy choroby narządu słuchu i równowagi oraz zajmuje się testowaniem i dobieraniem aparatów słuchowych (protetyka audiologiczna) za pomocą odpowiedniej aparatury i sprzętu oraz podejmuje działania na rzecz promocji zdrowia i zapobie"
221205,"Lekarz – specjalista balneologii i medycyny fizykalnejPrzeprowadza leczenie i rehabilitację wszystkich chorób i patologii środkami uzdrowiskowo-klimatycznymi, balneologicznymi i fizykoterapeutycznymi oraz podejmuje działania na rzecz promocji zdrowia i zapobiegania chorobom."
221206,"Lekarz – specjalista chirurgii dziecięcejRozpoznaje, różnicuje i leczy choroby wieku rozwojowego, wymagające interwencji chirurgicznej i diagnostyki inwazyjnej, ze szczególnym uwzględnieniem chorób okresu noworodkowego i niemowlęcego (urazy okołoporodowe i wady wrodzone narządów wewnętrznych) oraz p"
221207,"Lekarz – specjalista chirurgii klatki piersiowejRozpoznaje, różnicuje i leczy choroby chirurgiczne w obrębie klatki piersiowej: jej ściany, płuc, śródpiersia, tchawicy, przełyku; wykonuje zabiegi diagnostyczno-lecznicze, takie jak bronchoskopia, pleuroskopia, biopsje i inne oraz podejmuje działania "
221208,"Lekarz – specjalista chirurgii naczyniowejRozpoznaje, różnicuje i leczy operacyjnie ostre i przewlekłe, wrodzone i nabyte choroby układu naczyniowego za wyjątkiem naczyń ośrodkowego układu nerwowego i dużych naczyń leczonych w ramach kardiochirurgii, planuje i nadzoruje rehabilitację chorych po prze"
221209,"Lekarz – specjalista chirurgii ogólnejRozpoznaje, różnicuje i leczy ostre i przewlekłe choroby chirurgiczne, przeprowadzając diagnostykę inwazyjną i leczenie operacyjne w obrębie jamy brzusznej, klatki piersiowej i układu naczyniowego oraz w urazach czaszki, kręgosłupa i kończyn; uczestniczy w dział"
221210,"Lekarz – specjalista chirurgii onkologicznejRozpoznaje, różnicuje i leczy operacyjnie choroby nowotworowe, wykonuje badania diagnostyczne inwazyjne, przeprowadza leczenie chirurgiczne skojarzone z innymi metodami leczenia (chemioterapia, radioterapia), nadzoruje wczesną rehabilitację pooperacyjną, k"
221211,"Lekarz – specjalista chirurgii plastycznejRozpoznaje, różnicuje i leczy choroby wymagające chirurgicznych zabiegów odtwórczych, przywracających właściwy wygląd i czynność powłok i narządów zewnętrznych, z zastosowaniem przeszczepów tkanek i innych technik rekonstrukcyjnych, oraz podejmuje działania "
221212,"Lekarz – specjalista chirurgii szczękowo-twarzowejRozpoznaje, różnicuje i leczy chirurgicznie ostre, przewlekłe i nowotworowe choroby jamy ustnej, części twarzowej czaszki i okolic przyległych oraz podejmuje działania na rzecz promocji zdrowia i zapobiegania chorobom i urazom objętych zakresem udzie"
221213,"Lekarz – specjalista chorób płucRozpoznaje, różnicuje i leczy choroby płuc, ze szczególnym uwzględnieniem schorzeń przewlekłych o dużym znaczeniu społecznym, takich jak: gruźlica, przewlekłe zapalenie oskrzeli z rozedmą, astma oskrzelowa i inne choroby alergiczne, nowotwory płuc, choroby zapalne, śr"
221214,"Lekarz – specjalista chorób wewnętrznychRozpoznaje, różnicuje i leczy choroby wewnętrzne wszystkimi dostępnymi metodami diagnostycznymi, ze szczególnym uwzględnieniem farmakoterapii i innych nieinwazyjnych metod leczniczych; prowadzi doradztwo diagnostyczne i terapeutyczne dla wszelkich innych specj"
221215,"Lekarz – specjalista chorób zakaźnychRozpoznaje, różnicuje i leczy choroby zakaźne oraz zakażenia pochodzenia bakteryjnego, wirusowego, pasożytniczego i grzybiczego oraz uczestniczy w działaniach zapobiegających ich szerzeniu się."
221216,"Lekarz – specjalista dermatologii i wenerologiiRozpoznaje, różnicuje i leczy choroby skóry i choroby przenoszone drogą płciową oraz prowadzi działania profilaktyczne i epidemiologiczne w odniesieniu do chorób o dużym znaczeniu społecznym (AIDS, kiła, rzeżączka, świerzb, nowotwory skóry i inne)."
221217,"Lekarz – specjalista diabetologiiRozpoznaje, różnicuje i leczy cukrzycę i inne zaburzenia węglowodanowe oraz choroby metaboliczne, ze szczególnym uwzględnieniem stanów naglących (śpiączki), cukrzycy ciężarnych i cukrzycy wieku rozwojowego oraz podejmuje działania na rzecz promocji zdrowia i zapobieg"
221218,"Lekarz – specjalista diagnostyki laboratoryjnejWykonuje (we współpracy z technikiem) za pomocą specjalistycznych metod i aparatury laboratoryjnej, bądź nadzoruje wykonanie badań diagnostycznych z zakresu chemii klinicznej, analityki ogólnej, hematologii, serologii, immunologii i bakteriologii oraz i"
221219,"Lekarz – specjalista endokrynologiiRozpoznaje, różnicuje i leczy choroby układu wewnętrznego wydzielania (endokrynnego) metodami niezabiegowymi, wszystkimi dostępnymi metodami diagnostycznymi, oraz podejmuje działania na rzecz promocji zdrowia i zapobiegania chorobom układu wewnątrzwydzielniczego."
221220,"Lekarz – specjalista epidemiologiiWykrywa, rozpoznaje i ewidencjonuje choroby o znaczeniu społecznym, planuje i organizuje działania zapobiegające występowaniu i szerzeniu się tych chorób; współdziała z innymi specjalistami i organizacjami w zwalczaniu epidemii i poprawie warunków sanitarno-higienic"
221221,"Lekarz – specjalista farmakologii klinicznejSprawuje doradztwo i udziela pomocy wszystkim specjalnościom medycznym w zakresie doboru środków farmakologicznych, dawkowania, interakcji i objawów ubocznych; konsultuje chorych z objawami powikłań polekowych, zatruć, uzależnień bądź braku odpowiedzi tera"
221222,"Lekarz – specjalista gastroenterologiiRozpoznaje, różnicuje i leczy metodami niechirurgicznymi choroby układu trawienia, z wykorzystaniem różnych metod obrazowania narządów jamy brzusznej, metod endoskopowych, biopsji i innych oraz podejmuje działania na rzecz promocji zdrowia i zapobiegania chorobo"
221223,"Lekarz – specjalista genetyki klinicznejRozpoznaje, różnicuje i współdziała w leczeniu chorób genetycznie uwarunkowanych z zastosowaniem klasycznych i molekularnych technik cytogenetycznych oraz metod analizy chromosomów człowieka oraz promuje działania profilaktyczne w rodzinach o zwiększonym ryzyk"
221224,"Lekarz – specjalista geriatriiRozpoznaje, różnicuje i leczy metodami niechirurgicznymi choroby występujące w populacji ludzi starych (choroby metaboliczne, nowotworowe, naczyniowe), ze szczególnym uwzględnieniem profilaktyki powikłań; prowadzi rehabilitację po tych powikłaniach, leczy chorych przewl"
221225,"Lekarz – specjalista ginekologii onkologicznejRozpoznaje, różnicuje i leczy złośliwe i łagodne choroby nowotworowe, przeprowadzając diagnostykę inwazyjną / nieinwazyjną i leczenie operacyjne w obrębie kobiecych narządów płciowych; podejmuje działania na rzecz promocji zdrowia i zapobiegania chorobom"
221226,"Lekarz – specjalista hematologiiRozpoznaje, różnicuje i leczy choroby układu krwiotwórczego, a także hematologiczne następstwa działania promieniowania jonizującego, środków toksycznych, leków i innych substancji oddziałujących na układ krwiotwórczy oraz podejmuje działania na rzecz promocji zdrowia"
221227,"Lekarz – specjalista hipertensjologiiRozpoznaje, różnicuje choroby i podejmuje proces leczniczy nadciśnienia tętniczego; odpowiada za wdrażanie nowych metod diagnostycznych w procesie leczenia nadciśnienia tętniczego oraz postępowania niefarmakologicznego i farmakologicznego sprzyjającego leczeniu; "
221228,"Lekarz – specjalista immunologii klinicznejRozpoznaje, różnicuje i leczy ostre i przewlekłe choroby o stwierdzonym lub przypuszczalnym tle immunologicznym przeprowadzając diagnostykę laboratoryjną dotyczącą w szczególności niedoborów odporności, chorób autoimmunizacyjnych,, biorców alloprzeszczepów;"
221229,"Lekarz – specjalista kardiochirurgiiRozpoznaje, różnicuje i leczy chirurgiczne choroby serca i wielkich naczyń krwionośnych, przeprowadza operacje na otwartym sercu z zastosowaniem aparatury do krążenia pozaustrojowego, operacje protetyczne, wszczepianie sztucznych i biologicznych zastawek, naczyń, "
221230,"Lekarz – specjalista kardiologiiRozpoznaje, różnicuje i leczy choroby układu krążenia, ze szczególnym uwzględnieniem chorób o dużym znaczeniu społecznym (choroba wieńcowa, nadciśnienie tętnicze i ich powikłania), kwalifikuje chorych do zabiegów kardiochirurgicznych oraz rehabilitacji; podejmuje dzia"
221231,"Lekarz – specjalista kardiologii dziecięcejRozpoznaje, różnicuje i leczy wrodzone i nabyte choroby układu krążenia u dzieci, kwalifikuje dzieci do zabiegów kardiochirurgicznych, sprawuje opiekę nad dziećmi po kardiologicznych zabiegach i interwencyjnych oraz po leczeniu operacyjnym wad serca, podejm"
221232,"Lekarz – specjalista medycyny nuklearnejRozpoznaje, różnicuje i leczy różne choroby za pomocą metod wykorzystujących promieniowanie i cząstki elementarne, biegle posługując się aparaturą i sprzętem do wytwarzania i wykrywania promieniowania jonizującego oraz podejmuje działania na rzecz promocji zdr"
221233,"Lekarz – specjalista medycyny paliatywnejProwadzi holistyczną opiekę umożliwiającą uzyskanie najwyższej, możliwej do osiągnięcia jakości życia osobom cierpiącym na przewlekłe, postępujące, zagrażające życiu choroby w ich ostatnim terminalnym okresie oraz wspomaga ich rodziny w warunkach środowiska d"
221234,"Lekarz – specjalista medycyny pracySprawuje profilaktyczną opiekę zdrowotną w zakładzie pracy oraz nadzór nad warunkami i organizacją pracy, nadzoruje prawidłowość zatrudnienia na poszczególnych stanowiskach oraz podejmuje działania na rzecz promocji zdrowia i zapobiegania chorobom zawodowym."
221235,"Lekarz – specjalista medycyny ratunkowejRozpoznaje, różnicuje choroby i podejmuje proces leczniczy w procesie akcji ratunkowej obejmujący m.in.: prowadzenie resuscytacji krążeniowo-oddechowej oraz stosowanie zaawansowanych technik intensywnej terapii w działaniach ratunkowych; odpowiada za prawidłow"
221236,"Lekarz – specjalista medycyny rodzinnejSprawuje opiekę nad chorymi (wszystkie grupy wiekowe w rodzinie) w określonej populacji, w swoim gabinecie i w domu pacjenta, stawia odpowiednio wcześnie diagnozę pozwalającą na leczenie lub skierowanie do specjalisty; wykonuje badania, jak: EKG, pomiar ciśnien"
221237,"Lekarz – specjalista medycyny sądowejWykonuje badania na potrzeby sądownictwa, przeprowadza sekcje zwłok, analizę i identyfikację materiału biologicznego, określa rodzaje uszkodzeń ciała (obdukcje) dla celów karno- i cywilno-sądowych; przeprowadza analizy toksykologiczne, nadzoruje ekshumacje, wydaj"
221238,"Lekarz – specjalista medycyny sportowejRozpoznaje, różnicuje i leczy choroby i urazy spowodowane uprawianiem sportu wyczynowego; planuje i programuje (we współpracy z trenerami) treningi sportowe, przeprowadza badania kondycyjne sportowców, kwalifikuje kandydatów do uprawiania poszczególnych dziedzi"
221239,"Lekarz – specjalista medycyny transportuProwadzi badania profilaktyczne; ocenia ryzyko zawodowe i wielkość ekspozycji związanych z różnymi środkami transportu; prowadzi orzecznictwo dotyczące wykonywaniem pracy w różnych środkach transportu lądowego, wodnego i powietrznego albo z prowadzeniem lub uc"
221240,"Lekarz – specjalista mikrobiologii lekarskiejRozpoznaje i różnicuje drobnoustroje będące czynnikami chorobotwórczmi dla człowieka (bakterie, wirusy, grzyby, pierwotniaki ), oznacza ich lekowrażliwość i ustala mechanizmy oporności na leki; uczestniczy w pracy zespołu terapeutycznego (racjonalna chemi"
221241,"Lekarz – specjalista nefrologiiRozpoznaje, różnicuje choroby i podejmuje proces leczniczy w obszarze nefrologii; odpowiada za wdrażanie nowych metod diagnostycznych w procesie leczenia oraz postępowania niefarmakologicznego i farmakologicznego sprzyjającego leczeniu; interpretuje wyniki badań prowad"
221242,"Lekarz – specjalista neonatologiiRozpoznaje, różnicuje i leczy choroby i patologie występujące w okresie ciąży (życia płodowego) i u noworodka, a zwłaszcza wcześniactwo, konflikt serologiczny matczyno-płodowy, wady wrodzone, niewydolność oddechową, infekcje, choroby układu nerwowego i metaboliczne; "
221243,"Lekarz – specjalista neurochirurgiiRozpoznaje, różnicuje i leczy ostre i przewlekłe choroby mózgu i rdzenia kręgowego, przeprowadzając diagnostykę inwazyjną i leczenie operacyjne oraz leczenie zachowawcze: farmakologiczne, radioterapeutyczne i inne; podejmuje działania na rzecz promocji zdrowia i za"
221244,"Lekarz – specjalista neurologiiRozpoznaje, różnicuje i leczy choroby układu nerwowego, ze szczególnym uwzględnieniem chorób o dużym znaczeniu społecznym, jak padaczka, porażenie dziecięce, niedorozwój umysłowy i inne; podejmuje działania na rzecz promocji zdrowia i zapobiegania chorobom układu nerwo"
221245,"Lekarz – specjalista neurologii dziecięcejRozpoznaje, różnicuje i leczy choroby układu nerwowego, ze szczególnym uwzględnieniem chorób o dużym znaczeniu społecznym, jak drgawki i padaczka, dziecięce porażenie mózgowe, choroby nerwowo- mięśniowe, choroby metaboliczne, upośledzenie umysłowe. Podejmuje"
221246,"Lekarz – specjalista neuropatologiiRozpoznaje, różnicuje choroby i podejmuje proces leczniczy i diagnostyczny w obszarze mózgowia i rdzenia kręgowego; odpowiada za wdrażanie nowych metod diagnostycznych w procesie leczenia oraz postępowania niefarmakologicznego i farmakologicznego sprzyjającego lecz"
221247,"Lekarz – specjalista okulistykiRozpoznaje, różnicuje i leczy ostre i przewlekłe choroby narządu wzroku, wykorzystując metody zachowawcze, chirurgiczne i mikrochirurgiczne; zajmuje się korygowaniem wad wzroku oraz podejmuje działania na rzecz promocji zdrowia i zapobiegania chorobom oczu."
221248,"Lekarz – specjalista onkologii i hematologii dziecięcejRozpoznaje, różnicuje, planuje leczenie i prowadzi chemioterapię wszystkich chorób nowotworowych, w tym chorób nowotworowych układu krwiotwórczego dzieci i młodzieży oraz podejmuje działania na rzecz promocji zdrowia i zapobiegania chorobom nowo"
221249,"Lekarz – specjalista onkologii klinicznejRozpoznaje, różnicuje i leczy systemowo chorych na nowotwory złośliwe w skojarzeniu z innymi metodami leczniczymi, planuje i nadzoruje rehabilitację chorych po leczeniu systemowym, ocenia jakość życia tych chorych oraz podejmuje działania zapobiegawcze (profi"
221250,"Lekarz – specjalista ortopedii i traumatologii narządu ruchuRozpoznaje, różnicuje i leczy wady rozwojowe i choroby narządu ruchu, ze szczególnym uwzględnieniem uszkodzeń urazowych kręgosłupa i kończyn; podejmuje działania na rzecz promocji zdrowia i zapobiegania chorobom narządu ruchu."
221251,"Lekarz – specjalista otorynolaryngologiiRozpoznaje, różnicuje i leczy zachowawczo i chirurgicznie choroby gardła, nosa, uszu i krtani, choroby chirurgiczne twarzoczaszki i szyi; podejmuje działania na rzecz promocji zdrowia i zapobiegania chorobom uszu, gardła i górnych dróg oddechowych."
221252,"Lekarz – specjalista otorynolaryngologii dziecięcejRozpoznaje, różnicuje choroby i podejmuje proces leczniczy w dziedzinie otorynolaryngologii dziecięcej; odpowiada za wdrażanie nowych metod diagnostycznych w procesie leczenia oraz postępowania niefarmakologicznego i farmakologicznego sprzyjającego "
221253,"Lekarz – specjalista patomorfologiiRozpoznaje wszystkie choroby powodujące zmiany anatomiczne na podstawie badania tkanek ludzkich pobranych przyżyciowo (biopsje, wycinki, wyskrobiny, tkanki pobrane w czasie operacji chirurgicznych) i tkanek pobranych pośmiertnie oraz na podstawie sekcji zwłok."
221254,"Lekarz – specjalista pediatriiRozpoznaje, różnicuje i leczy (z wyłączeniem metod chirurgicznych) choroby wieku rozwojowego oraz sprawuje nadzór zdrowotny nad dziećmi i młodzieżą, organizując profilaktykę zdrowotną i monitorując ich rozwój psychosomatyczny"
221255,"Lekarz – specjalista położnictwa i ginekologiiRozpoznaje, różnicuje i leczy metodami zachowawczymi i chirurgicznymi choroby żeńskich narządów płciowych i dróg rodnych, sprawuje opiekę lekarską nad kobietą ciężarną i płodem, odbiera poród, udziela porad w zakresie antykoncepcji, fizjologii i patologi"
221256,"Lekarz – specjalista psychiatriiRozpoznaje, różnicuje i leczy zaburzenia psychiczne, nerwice, upośledzenia umysłowe wrodzone i nabyte, uzależnienia (narkomanie, lekomanie, alkoholizm, nikotynizm i inne), choroby psychiczne i zespoły nieprzystosowania społecznego; podejmuje działania na rzecz promocj"
221257,"Lekarz – specjalista psychiatrii dzieci i młodzieżyRozpoznaje, różnicuje i leczy zaburzenia psychiczne, nerwice, upośledzenia umysłowe i inne choroby psychiczne wieku rozwojowego oraz uzależnienia (lekomanie, narkomanie, alkoholizm, nikotynizm) i inne formy nieprzystosowania społecznego dzieci i mło"
221258,"Lekarz – specjalista radiologii i diagnostyki obrazowejRozpoznaje i różnicuje choroby somatyczne, posługując się różnymi metodami obrazowania i odpowiednią aparaturą (aparat rentgenowski klasyczny, tomograf, tomograf komputerowy, ultrasonograf, badania radioizotopowe, rezonans magnetyczny NMR i inne"
221259,"Lekarz – specjalista radioterapii onkologicznejRozpoznaje i różnicuje choroby nowotworowe, określa promienioczułość nowotworów, leczy je promieniowaniem jonizującym różnego typu (rentgenowskim, radioizotopami, z akceleratorów cząstek) za pomocą odpowie- dniej aparatury oraz podejmuje działania na rz"
221260,"Lekarz – specjalista rehabilitacji medycznejRozpoznaje i leczy zaburzenia sprawności różnych narządów i układów, będące następstwem chorób organicznych, wad, urazów, zabiegów chirurgicznych i z innych przyczyn, posługując się odpowiednią aparaturą i różnymi metodami i technikami rehabilitacyjnymi or"
221261,"Lekarz – specjalista reumatologiiRozpoznaje, różnicuje i leczy nieurazowe schorzenia układu ruchu: układowe choroby tkanki łącznej oraz inne zapalne i niezapalne choroby narządu ruchu, zarówno układu kostnostawowego, jak i tkanek miękkich oraz podejmuje działania na rzecz promocji zdrowia i zapobieg"
221262,"Lekarz – specjalista seksuologiiRozpoznaje, różnicuje i leczy zaburzenia związane ze sferą seksualną człowieka oraz podejmuje działania zmierzające do zapobiegania tym zaburzeniom."
221263,"Lekarz – specjalista toksykologii klinicznejZapobiega zagrożeniom toksykologicznym, rozpoznaje zagrożenia i zatrucia ostre i przewlekłe lekami, truciznami przemysłowymi i środowiskowymi, wykrywa środki toksyczne, prowadzi działania oświatowe i profilaktyczne w stanach zagrożenia toksykologicznego, u"
221264,"Lekarz – specjalista transfuzjologii klinicznejRozpoznaje, różnicuje i leczy choroby wymagające przetaczania (transfuzji) krwi i jej preparatów, prowadzi działania profilaktyczne i lecznicze związane z niepożądanymi następstwami krwiolecznictwa (biochemicznymi, serologicznymi, bakteriologicznymi, im"
221265,Lekarz – specjalista transplantologii klinicznejKwalifikuje i przygotowuje chorych do transplantacji oraz leczy w bezpośrednim i odległym okresie po przeszczepieniu narządu; samodzielnie pobiera i przeszczepia narządy; kwalifikuje i przygotowuje chorych do transplantacji szpiku i komórek macierzysty
221266,"Lekarz – specjalista urologiiRozpoznaje, różnicuje i leczy zachowawczo i chirurgicznie ostre i przewlekłe choroby i urazy dróg moczowych i męskich narządów płciowych oraz podejmuje działania na rzecz promocji zdrowia i zapobiegania chorobom układu moczowego."
221267,"Lekarz – specjalista urologii dziecięcejRozpoznaje, różnicuje choroby i podejmuje proces leczniczy w dziedzinie urologii dziecięcej; odpowiada za wdrażanie nowych metod diagnostycznych w procesie leczenia oraz postępowania niefarmakologicznego i farmakologicznego sprzyjającego leczeniu; podejmuje dz"
221268,"Lekarz – specjalista zdrowia publicznegoRozpoznaje i podejmuje działania obejmujące ochronę, promocję i poprawę zdrowia populacji jako całości oraz podnosi stan zdrowia społeczności; promuje działania zapobiegawcze i edukację w zakresie zdrowia publicznego oraz kształtowania opinii o socjoekonomiczn"
221269,"Lekarz – specjalista chorób płuc dzieciRozpoznaje, różnicuje i leczy choroby płuc dzieci, ze szczególnym uwzględnieniem schorzeń przewlekłych o dużym znaczeniu społecznym, takich jak: gruźlica, przewlekłe zapalenie oskrzeli, astma oskrzelowa, choroby alergiczne, choroby o podłożu genetycznym, nowotw"
221270,"Lekarz – specjalista endokrynologii ginekologicznej i rozrodczościZajmuje się rozpoznawaniem i leczeniem chorób wywoływanych zaburzeniami czynności gruczołów wydzielania wewnętrznego w obszarze ginekologii oraz rozrodczości, wchodzących w zakres specjalizacji w dziedzinie położnictwa i ginekologii o"
221271,"Lekarz – specjalista endokrynologii i diabetologii dziecięcejRozpoznaje, różnicuje i leczy choroby wywoływane zaburzeniami czynności gruczołów wydzielania wewnętrznego, w tym cukrzycę i choroby metaboliczne ze szczególnym uwzględnieniem schorzeń o podłożu genetycznym; podejmuje działania profilaktyc"
221272,"Lekarz - specjalista gastroenterologii dziecięcejRozpoznaje, różnicuje i leczy metodami niechirurgicznymi choroby układu trawienia u dzieci, z wykorzystaniem różnych metod obrazowania narządów jamy brzusznej, metod endoskopowych, biopsji i innych oraz podejmuje działania na rzecz promocji zdrowia i "
221273,"Lekarz – specjalista intensywnej terapiiLeczy chorych w stanie zagrożenia życia, z ciężkimi urazami i oparzeniami, ze szczególnym uwzględnieniem diagnostyki. Leczy ostre niewydolności narządowe (ostre zapalenie trzustki, zawał serca, niestabilna dusznica, udar mózgu, stan ciężkiej sepsy itp.), wymag"
