class,desc
211405,"Hydrolog Prowadzi badania nad obiegiem wody w przyrodzie w powiązaniu z klimatem i innymi elementami środowiska przyrodniczego, obejmujące wody rzeczne (potamologia), jeziorne (limnologia), podziemne (hydrogeologia), wody bagien (paludologia) i lodowce (glacjohydrologia); przygotowuje prognozy i ekspertyzy na potrzeby m.in.: rolnictwa, przemysłu, budownictwa, energetyki, żeglugi, gospodarki komunalnej i ochrony środowiska."
211406,"Oceanolog Prowadzi badania współczesnych oceanów pod kątem ich cech fizykochemicznych, fizyczno-geograficznych i biologicznych oraz pod kątem ich znaczenia dla życia na Ziemi, z uwzględnieniem ewentualnych zagrożeń dla tego życia. - badanie fizycznych i chemicznych oraz geograficznych parametrów zbiorników wodnych kuli ziemskiej i otaczających je lądów; - ustalanie mechanizmów przemieszczania się wód w oceanach, zarówno na powierzchni, jak i w głębinach (prądy oceaniczne, wiatry);"
211407,Paleontolog Opis w opracowaniu Opis w opracowaniu Opis w opracowaniu
211490,Pozostali specjaliści nauk o Ziemi Opis w opracowaniu Opis w opracowaniu
212001,"Aktuariusz Opracowuje wzory i podstawy matematyczne kalkulacji składek, opiniuje projekty taryf i zasady techniczne wszystkich rodzajów ubezpieczeń. - ustalanie założeń do nowych form sprzedaży usług ubezpieczeniowych na podstawie wyników badań rynku ubezpieczeniowego w kraju i za granicą; - prowadzenie analiz aktuarialnych portfela ubezpieczeń poziomu szkodowości, rentowności, poziomu taryf składek;"
212002,"Matematyk Zajmuje się badaniem ogólnych form przestrzennych i stosunków ilościowych, oraz wykorzystaniem wyników tych badań do opisu rzeczywistości: przyrody, procesów i zjawisk występujących w technice, medycynie, gospodarce i innych dziedzinach. - doskonalenie i rozwijanie poszczególnych działów matematyki, takich jak: algebra, geometria, analiza matematyczna, probabilistyka, równania różniczkowe itd.;"
212003,"Demograf Prowadzi badania populacji ludzkich, ich rozmiarów, struktury i rozwoju, w powiązaniu z zasadniczymi cechami ogólnymi, rozpatrywanymi głównie z punktu widzenia ilościowego. - tworzenie i badanie doktryn i teorii demograficznych, które mają na celu wyjaśnianie lub przewidywanie przebiegu zjawisk demograficznych i przedstawianie ich następstw; - opracowywanie metodologii, techniki i organizacji badań demograficznych, obejmujących stan, rozmieszczenie i strukturę procesów i zjawisk demograficznych;"
212004,"Statystyk Prowadzi badania zjawisk masowych statystycznych, przede wszystkim ekonomicznych i społecznych; planuje, organizuje, nadzoruje i koordynuje przeprowadzanie badań oraz przetwarzanie ich wyników; opracowuje metody, modele i techniki badań statystycznych; analizuje i upowszechnia wyniki tych badań. - opracowywanie metod badań statystycznych, w tym metod obserwacji statystycznej, metod wnioskowania statystycznego, metod pomiaru statystycznego, sposobów opracowywania i przetwarzania wyników badań oraz metod prezentacji danych statystycznych w formie tablicowej i graficznej;"
212090,"Pozostali matematycy, aktuariusze i statystycy Opis w opracowaniu Opis w opracowaniu"
213101,Botanik Opis w opracowaniu Opis w opracowaniu Opis w opracowaniu
213102,"Biochemik Bada, obserwuje i poznaje chemiczną budowę żywych organizmów i zachodzące w nich procesy biochemiczne, takie jak: utlenianie, akumulacja, adaptacja do zmienionego środowiska, molekularne podstawy metabolizmu, regulacja genetyczna tych procesów oraz czynniki chemiczne występujące w środowisku człowieka i zwierząt; bada w organizmach roślinnych i drobnoustrojach procesy budowy ciała ze składników nieorganicznych; prowadzi eksperymenty laboratoryjne i terenowe; doskonali lub opracowuje koncepcje, teorie i metody praktycznego wykorzystania wiedzy w medycynie, przemyśle i rolnictwie. - badanie składu chemicznego żywej substancji i pokarmów oraz dokładne poznawanie właściwości ich składników;"
213103,"Biofizyk Bada fizyczne i fizykochemiczne podstawy procesów życiowych oraz wpływ zewnętrznych czynników fizycznych na te procesy, ze szczególnym uwzględnieniem badań żywej komórki i procesów życiowych na poziomie molekularnym; rozwija lub opracowuje koncepcje, teorie, metody oraz sposoby wykorzystywania wiedzy mikrobiologicznej w praktyce, zwłaszcza medycznej i weterynaryjnej. - badanie fizycznych i fizykochemicznych podstaw procesów życiowych oraz wpływu wewnętrznych czynników fizycznych na te procesy;"
213104,"Bioinżynier Prowadzi prace badawcze i wdrożeniowe związane z wykorzystywaniem systemów biologicznych w produkcji przemysłowej, ochronie środowiska, ochronie zdrowia i rolnictwie; projektuje i nadzoruje procesy biotechnologiczne oraz rozwiązuje techniczne i ekonomiczne problemy tych procesów. prowadzenie badań w celu uzyskania nowych informacji, testowania hipotez i rozwiązywania problemów dotyczących wykorzystywania organizmów żywych lub ich składników (drobnoustrojów, kultur komórkowych roślinnych i zwierzęcych, białek, enzymów, DNA, RNA) w procesach biosyntezy, biotransformacji, bioutylizacji, modyfikacji genetycznej, a także dotyczących wyodrębniania i modyfikacji otrzymywanych bioproduktów;projektowanie i przeprowadzanie eksperymentów;pozyskiwanie, zabezpieczanie i przechowywanie materiału biologicznego do prowadzonych badań i eksperymentów;udział w pracach nad rozwojem diagnostyki genetycznej i terapii genowej;projektowanie, przy wykorzystaniu podstaw biologii molekularnej oraz inżynierii genetycznej, uzyskiwania odpowiednich organizmów żywych o właściwościach korzystnych dla gospodarki i zdrowia człowieka, a także odpowiednich, korzystnych bioproduktów;opracowywanie nowych lub modyfikowanie istniejących biotechnologii stosowanych do wytwarzania różnych produktów, m.in.: leków, szczepionek, produktów spożywczych i paszowych, kosmetyków i detergentów, nawozów biologicznych, środków ochrony roślin, tworzyw sztucznych ulegających biodegradacji, biopaliw, a także mających zastosowanie w ochronie środowiska do biologicznego oczyszczania wody i ścieków oraz utylizacji odpadów komunalnych;prowadzenie badań oraz wdrożeń dotyczących optymalizacji procesów biotechnologicznych w celu poprawy wskaźników technicznych, ekonomicznych i ekologicznych;prowadzenie i nadzorowanie procesów biotechnologicznych obejmujące: kontrolowanie i utrzymywanie optymalnych warunków przebiegu procesu technologicznego, obsługę bioreaktorów, izolację produktu, jego modyfikację i oczyszczanie, kontrolę jakości oraz nadzór nad aparaturą;opracowywanie instrukcji i ekspertyz dotyczących metod, procesów i produktów biotechnologicznych;uczestniczenie w projektowaniu nowej aparatury do prowadzenia procesów biotechnologicznych, nowych urządzeń diagnostycznych i terapeutycznych;-opracowywanie artykułów i raportów naukowych;prezentowanie wyników badań, wniosków i nowych osiągnięć z dziedziny biotechnologii podczas konferencji. kierowanie grupami badawczymi i produkcyjnymi."
213105,"Biolog Bada, obserwuje i poznaje organizmy roślinne i zwierzęce, ich budowę, funkcje życiowe, rozwój, rozmieszczenie geograficzne oraz zależności między nimi a środowiskiem naturalnym; klasyfikuje organizmy żywe w różne jednostki systematyczne; doskonali lub opracowuje koncepcje, teorie i metody działania w dziedzinie botaniki, zoologii, mikologii, biologii molekularnej, anatomii, morfologii, fizjologii, histologii, cytologii i innych lub stosuje w praktyce wiedzę naukową z tych obszarów w dziedzinie medycyny, weterynarii i zootechniki, rolnictwa, ogrodnictwa i leśnictwa. - prowadzenie badań, doskonalenie lub opracowywanie koncepcji, teorii i metod działania w swoich specjalnościach;"
213106,"Biotechnolog Kieruje przemysłowymi procesami syntezy, biosyntezy oraz wyodrębniania substancji organicznych z surowców roślinnych i zwierzęcych, a także wytwarzania z nich produktów użytkowych; uczestniczy w badaniach, opracowywaniu i wdrażaniu nowych projektów procesowych oraz w projektowaniu, rozwoju i modernizacji zakładów biotechnologicznych. - organizowanie i nadzorowanie procesów biotechnologicznych otrzymywania substancji organicznych, przy zachowaniu warunków prowadzenia tych procesów zawartych w instrukcji technologicznej, przestrzeganiu sterylności osobistej pracowników, aparatury i pomieszczeń, przy sprawnym usuwaniu przyczyn awarii i zakłóceń procesów z zachowaniem bezpiecznych warunków pracy;"
213107,"Genetyk Bada podstawy dziedziczenia różnych chorób, nienormalności, mutacje genów u człowieka, zjawiska zmienności organizmów roślinnych i zwierzęcych, procesy związane z powstawaniem i przekazywaniem cech dziedzicznych potomstwu; doskonali lub opracowuje koncepcje, teorie oraz metody, w celu stosowania i wykorzystania ich w walce z chorobami dziedzicznymi oraz w ochronie człowieka przed skutkami promieniowania, a także w praktycznej hodowli roślin i zwierząt; prowadzi eksperymenty laboratoryjne i terenowe. - ustalanie podstawy dziedziczenia różnych chorób i nienormalności u człowieka, badanie podstaw dziedzicznych zróżnicowania pod względem właściwości immunologicznych oraz procesu mutacji genów u człowieka;"
213108,"Mikrobiolog Zajmuje się poznawaniem, obserwacją, hodowlą i badaniem drobnoustrojów (bakterii i wirusów) i ich budową, rozwojem, czynnościami życiowymi i rolą w przyrodzie; bada środowisko ich występowania, jak: gleba, produkty spożywcze, tkanki ludzi, zwierząt i roślin, krew, kał, mocz, oraz wrażliwość żywych szczepów bakterii z hodowli na stężenia środków chemicznych (płyny i proszki dezynfekcyjne), fizycznych (temperatura, suche gorące powietrze, proces gotowania) i leków; prowadzi eksperymenty laboratoryjne i terenowe; doskonali lub opracowuje koncepcje, teorie, metody oraz sposoby wykorzystania wiedzy mikrobiologicznej w medycynie, weterynarii, środowisku (woda, powietrze, żywność), przemyśle, rolnictwie. - studiowanie i prowadzenie prac badawczych i eksperymentalnych dotyczących: struktury budowy, przeobrażeń i czynności życiowych drobnoustrojów atakujących żywe organizmy, mikroorganizmów glebowych, mikroorganizmów wykorzystywanych w różnych gałęziach przemysłu;"
213109,Bioinformatyk Analizuje i przetwarza dane medyczne i biochemiczne pacjentów w placówkach naukowych klinik i szpitali; tworzy komputerowe bazy danych genów i ich mutacji; określa mutacje genów i chorób genetycznych przy pomocy markerów DNA; współpracuje z laboratoriami genetycznymi i farmaceutycznymi oraz firmami produkującymi sprzęt diagnostyczny i laboratoryjny.
213110,Fizjolog Opis w opracowaniu Opis w opracowaniu Opis w opracowaniu
213190,Pozostali biolodzy i pokrewni Opis w opracowaniu Opis w opracowaniu
213201,"Doradca rolniczy Świadczy usługi doradcze rolnikom oraz współpracuje z instytucjami i organizacjami sfery rolnictwa w zakresie rozwiązywania problemów zawodowych, społecznych i socjalno-bytowych rolników; udziela pomocy w rozwiązywaniu problemów dotyczących produkcji rolniczej, inspiruje i wspiera rozwój gospodarstw rolnych w warunkach gospodarki rynkowej. - udzielanie rolnikom informacji potrzebnych w podejmowaniu racjonalnych decyzji dotyczących funkcjonowania gospodarstwa rolnego;"
213202,"Gleboznawca Prowadzi badania terenowe, laboratoryjne i kameralne, mające na celu poznanie genezy, właściwości i przydatności rolniczej gleb oraz organizuje i nadzoruje wszelkie prace związane z ochroną ilości i jakości gleb oraz ich racjonalnym zagospodarowaniem na potrzeby gospodarki narodowej. - prowadzenie, badań mających na celu wyjaśnienie genezy gleb oraz wpływu poszczególnych czynników naturalnych i antropogenicznych na procesy glebotwórcze; - klasyfikacja przyrodnicza gleb obejmująca określanie typu, podtypu, rodzaju, gatunku i odmiany;"
213203,"Inżynier leśnictwa Prowadzi gospodarkę zasobami leśnymi, zajmując się ich eksploatacją i odnawianiem drzewostanów, kieruje działami gospodarki leśnej, prowadzi prace badawcze związane z gospodarką leśną, hodowlą i ochroną lasu. - sprawowanie nadzoru nad określonym działem gospodarki leśnej; - sporządzanie planów produkcyjnych;"
213204,"Inżynier ogrodnictwa Organizuje i nadzoruje produkcję ogrodniczą w przedsiębiorstwach i zakładach zajmujących się tą dziedziną oraz buduje, pielęgnuje i konserwuje tereny zieleni; prowadzi badania naukowe, opracowuje nowe technologie i hodowlę roślin ogrodniczych oraz prowadzi doradztwo, prace projektowe i rzeczoznawstwo w zakresie ogrodnictwa w określonych specjalnościach. - prowadzenie badań w zakresie upraw ogrodniczych i opracowywanie lub udoskonalanie metod upraw; - prowadzenie badań w dziedzinie hodowli roślin ogrodniczych i opracowywanie nowych lub udoskonalonych metod hodowli;"
213205,"Inżynier rolnictwa Prowadzi badania i opracowuje nowe lub udoskonala istniejące metody upraw polowych, ochrony i rekultywacji gruntów oraz ochrony roślin; organizuje i nadzoruje produkcję roślin w dużych gospodarstwach rolniczych. - prowadzenie badań mających na celu otrzymanie nowych odmian roślin uprawnych (np. odpornych na choroby i szkodniki) oraz opracowywanie technologii produkcji tych odmian; - doskonalenie metod produkcji nasiennej, przechowalnictwa nasion, oceny i kwalifikacji polowej;"
213206,"Inżynier rybactwa Prowadzi badania naukowe, eksperymenty i obserwacje, mające na celu intensyfikację gospodarki rybackiej; organizuje i nadzoruje wszelkie prace związane z hodowlą i produkcją towarową ryb. - prowadzenie badań związanych z produkcją materiału zarybieniowego oraz nadzorowanie wychowu narybku, kroczków hodowlanych i produkcyjnych; - prowadzenie prac badawczych, mających na celu intensyfikację produkcji ryb w środowisku naturalnym, jak również w zmienionych warunkach środowiska, określanie potrzeb dotyczących wykonania niezbędnych prac melioracyjnych, badania jakości wody, przydatności zwierząt dennych, roślin i planktonu dla racjonalnej hodowli ryb w danym środowisku;"
213207,"Inżynier zootechniki Organizuje i nadzoruje produkcję zwierzęcą w przedsiębiorstwach rolniczych, gospodarstwach specjalistycznych, fermach zarodowych, stacjach hodowli i unasieniania zwierząt i ośrodkach doradztwa rolniczego; planuje i zapewnia realizację zadań hodowlanych i chowu towarowego; prowadzi badania naukowe związane z chowem i hodowlą zwierząt; popularyzuje postęp hodowlany i naukowo-techniczny. - wykonywanie ocen i analiz stanu chowu lub hodowli zwierząt gospodarskich w zakresie odpowiadającym celom tej produkcji;"
213208,"Klasyfikator gruntów Dokonuje oceny gruntów rolnych, w tym gruntów ornych i leśnych na klasy na podstawie terenowych badań odkrywek glebowych; określa klasę gleby; aktualizuje klasę użytków rolnych; przekwalifikowuje i zmienia użytki rolne na leśne i odwrotnie; przywraca wartość użytkową gruntom, które utraciły charakter gruntów rolnych na skutek działalności nierolniczej, a gruntów leśnych na skutek działalności nieleśnej. opracowywanie projektu klasyfikacji gruntu gospodarstwa rolnego z upoważnienia odpowiednich organów;wykonywanie gleboznawczej klasyfikacji gruntów rolnych z uwzględnieniem cech morfologicznych i właściwości gleby takich jak: jej położenie, budowa profilu (gibkość gleby i poziom próchniczy), barwa, struktura, skład granulometryczny poszczególnych poziomów, przepuszczalność, stosunki wodne, odczyn, zawartość trójtlenku wapnia itp.;określanie właściwości fizjograficznych otoczenia profilu glebowego i warunków uprawy stosując następujące kryteria: charakter i właściwości samej gleby (typ, podtyp, rodzaj, gatunek, właściwości fizyczne, fizykochemiczne i chemiczne, stopień kultury), warunki klimatyczne gleby, sytuację geomorfologiczną gleby (położenie w rzeźbie terenu), układ stosunków wilgotnościowych, przydatność lub nieprzydatność gleb pod użytki rolne;określenie typów i klasy gleby (w obrębie gruntów ornych wydziela się 8 klas bonitacyjnych, oznaczonych symbolami: I, II, III a, III b, IV a, IV b, V, VI);ustalanie na gruncie konturów poszczególnych typów gleby i konturów klas gleby;sporządzanie potrzebnej dokumentacji;wykonywanie gleboznawczej aktualizacji użytków rolnych;przekwalifikowanie użytków rolnych na leśne i odwrotnie na wniosek właściciela gruntu;dokonywanie oceny gruntów po wykonaniu budowy np. obwodnicy, autostrady, drogi ekspresowej pod kątem zapewnienia jej właściwego odwodnienia, melioracji;przestrzeganie przepisów prawa geodezyjnego i kartograficznego;współpraca z przedstawicielami Służby Geodezyjnej i Kartograficznej oraz z prezydium powiatowej rady narodowej i innymi organami administracji rządowej;stałe doskonalenie swoich kwalifikacji zawodowych. kontrola i zatwierdzanie projektów gleboznawczej klasyfikacji gruntów."
213209,"Rzeczoznawca rolniczy W zakresie swojej specjalności opracowuje operaty, ekspertyzy, opinie i projekty na potrzeby osób fizycznych, instytucji publicznych, przedsiębiorstw i organizacji, dotyczące rozwiązywania problemów technicznych, technologicznych, ekonomicznych w obszarze zrównoważonego rolnictwa (produkcja roślinna, zwierzęca w tym standardy utrzymania zwierząt) i ogrodnictwa, a także szerokorozumianej rolniczej przestrzeni produkcyjnej obejmującej środowisko naturalne (gleby, powietrze, wody) i jego ochronę, infrastrukturę techniczną, konstrukcje i budowle, maszyny i urządzenia, zasoby ludzkie, przechowywanie, przetwarzanie i zbyt surowców pochodzenia rolniczego, pozażywnościowe wykorzystanie surowców rolnych i potencjału obszarów wiejskich. Uczestniczy w rozwiązywaniu sporów między podmiotami w obszarze zagadnień rolniczych i pokrewnych opracowując specjalistyczne ekspertyzy, opinie i oceny przy wykorzystaniu własnej wiedzy i doświadczenia zawodowego. Pracuje indywidualnie lub w zespołach interdyscyplinarnych. dostarczanie zleceniodawcom niezbędnych informacji do podejmowania racjonalnych decyzji dotyczących problemu będącego przedmiotem usługi rzeczoznawstwa rolniczego;opracowywanie operatów technicznych, techniczno-ekonomicznych i operatów szacunkowych oraz projektów;opracowywanie ekspertyz, opinii i ocen;wykonywanie analiz ekonomicznych oraz sporządzanie planów rozwoju gospodarstw rolnych i ogrodniczych, przedsiębiorstw wiejskich oraz otoczenia rolnictwa;szacowanie szkód, strat i ubytków w produkcji rolniczej i ogrodniczej, w majątku służącym produkcji rolniczej i ogrodniczej oraz działalności gospodarstwa rolnego i ogrodniczego;opracowywanie standardów jakości w rolnictwie i ogrodnictwie;opracowywanie raportów z przeprowadzonych działań;planowanie własnych zadań oraz organizowanie swojego stanowiska pracy;śledzenie nowych uregulowań prawnych dotyczących rolnictwa, doniesień dotyczących postępu techniczno-technologicznego w rolnictwie oraz udział w różnych formach doskonalenia zawodowego w celu aktualizacji i podnoszenia własnych kwalifikacji. kierowanie zespołami rzeczoznawców rolniczych oraz planowanie dla nich zadań;organizowanie różnych form doskonalenia zawodowego rzeczoznawców;udział w określaniu standardów i wymagań zawodowych;udział w ocenie i weryfikowaniu kompetencji zawodowych innych rzeczoznawców;kontrolowanie jakości świadczonych usług."
213290,"Pozostali specjaliści w zakresie rolnictwa, leśnictwa i pokrewni Opis w opracowaniu Opis w opracowaniu"
213301,Audytor środowiskowy
213302,Ekolog
213303,"Specjalista ochrony środowiska Organizuje, nadzoruje, realizuje i kontroluje działalność przedsiębiorstwa lub jednostki administracyjnej związaną z ochroną środowiska stosując przepisy prawa w tej dziedzinie; prowadzi monitoring i badania stanu środowiska; określa i analizuje parametry charakteryzujące stan zanieczyszczenia; prognozuje zmiany w środowisku wynikające z działalności gospodarczej człowieka; podejmuje decyzje i wydaje pozwolenia związane z ochrona środowiska; sporządza raporty i opracowania dotyczące wpływu różnych przedsięwzięć na środowisko; prowadzi dokumentację wynikającą z przepisów ochrony środowiska. - kompletowanie, aktualizowanie i upowszechnianie aktów prawnych dotyczących zagadnień ochrony środowiska; - kontrolowanie przestrzegania przepisów prawnych przez podległe podmioty podlegające zasięgowi działania przedsiębiorstwa lub jednostki administracyjnej;"
213390,Pozostali specjaliści do spraw ochrony środowiska Opis w opracowaniu Opis w opracowaniu
214101,"Inżynier normowania pracy Zajmuje się całokształtem spraw związanych z normowaniem pracy w przedsiębiorstwie, a w szczególności: badaniem wykorzystania dnia roboczego, organizowaniem i usprawnianiem pracy, ustalaniem norm czasu i badaniem ich napięcia oraz ustalaniem polityki w zakresie normowania pracy. - planowanie i organizowanie badań dnia roboczego metodą indywidualnych i zespołowych fotografii oraz metodą migawkową; - planowanie i nadzorowanie pomiarów czasu kontrolnych i potrzebnych do opracowania normatywów czasu;"
214102,"Inżynier organizacji i planowania produkcji Zajmuje się całokształtem spraw związanych z organizacją i planowaniem produkcji w zakładzie, a w szczególności planowaniem zadań produkcyjnych dla zakładu, wydziałów oraz na stanowiskach roboczych - projektowanie organizacji procesów pomocniczych, obsługowych i produkcyjnych;- projektowanie organizacji gniazd i linii produkcyjnych; - opracowywanie cyklogramów wyrobów i schematów montażu;"
214103,"Inżynier utrzymania ruchu Sprawuje nadzór nad utrzymaniem sprawności technicznej maszyn i urządzeń produkcyjnych; planuje, organizuje i nadzoruje ich przeglądy techniczne i remonty. bieżące monitorowanie pracy i stanu technicznego urządzeń wykorzystywanych w danej działalności produkcyjnej;rozwiązywanie problemów technicznych w sytuacjach awaryjnych;analiza przyczyn awarii i podejmowanie środków zapobiegawczych;planowanie konserwacji, przeglądów i remontów maszyn i urządzeń;organizowanie i nadzorowanie pracy brygad utrzymania ruchu;współpraca z firmami zewnętrznymi w zakresie serwisu parku maszynowego; nadzorowanie wykonywanych przez nie prac;współpraca z dostawcami w czasie uruchamiania i odbioru maszyn i urządzeń;inicjowanie usprawnień procesu produkcji, udział w realizacji projektów inwestycyjnych i modernizacyjnych;planowanie zakupu części zamiennych;zarządzanie dokumentacją techniczną;szkolenie pracowników w zakresie diagnostyki i naprawy maszyn i urządzeń. Brak"
214104,"Inżynier zaopatrzenia, transportu i magazynowania Zajmuje się kompleksowym kształtowaniem i zarządzaniem usługami logistycznym w zakresie zaopatrzenia, transportu i magazynowania; odpowiada za rozwiązywanie problemów i zadań logistycznych metodami i technikami inżynierskimi, poprzez projektowanie systemów i procesów logistycznych zaopatrzenia, produkcji i dystrybucji; zarządza specjalistycznymi funkcjami logistycznymi: operacyjną, marketingową i finansową; wykorzystuje systemy informatyczne w zarządzaniu logistyką w przedsiębiorstwach przemysłowych i usługowych oraz w celu kierowania przedsiębiorstwem logistycznym."
214105,"Konsultant komitetu technicznego Odpowiada za merytoryczną obsługę komitetu technicznego; zajmuje się udostępnianiem dokumentów i projektów dokumentów oraz zapewnieniem przestrzegania przez komitet techniczny przepisów regulujących jego działanie. wprowadzanie do PZN tematów normalizacyjnych i etapów ich realizacji oraz tworzenie teczek akt norm;sprawowanie nadzoru nad wdrożeniem działań krajowych, wymaganych przez CEN/CENELEC/ETSI oraz ISO/IEC;zapewnianie niezbędnej pomocy i wsparcia w przestrzeganiu przez komitet techniczny przepisów wewnętrznych oraz dotyczących działalności komitetu, w tym także przepisów wewnętrznych CEN/CENELEC oraz procedur opracowywania norm i innych dokumentów normalizacyjnych;zapewnianie łączności pomiędzy komitetem technicznym a CEN, CENELEC, ISO, IEC i ETSI;prowadzenie uzgodnień komitetu technicznego;zapewnianie kompletności i jakości dokumentacji projektów PN/PDN;zgłaszanie uwag dotyczących poprawności opracowania normalizacyjnego projektów PN/PDN na każdym etapie;opiniowanie oraz sporządzanie analizy technicznej dokumentów normalizacyjnych;blokowanie uchwał niezgodnych z przepisami prawa i regulacjami wewnętrznymi;współpraca z innymi jednostkami technicznymi w zakresie prac komitetu technicznego;informowanie organu nadzorującego sektor o naruszeniu przepisów wewnętrznych przez komitet techniczny;raportowanie na temat planowanych kierunków rozwoju branży oraz aplikacji sieciowych;obsługa posiedzeń komitetu technicznego w zakresie przekazywania niezbędnych informacji i udostępniania dokumentów;terminowe przekazywanie do organów ponadnarodowych uwag oraz stanowiska krajowego do projektów dokumentów;reprezentowanie stanowiska komitetu technicznego na spotkaniach grup roboczych oraz z przedstawicielami międzynarodowych komitetów technicznych. pełnienie funkcji sekretarza komitetu technicznego."
214107,"Normalizator Organizuje, promuje i wykonuje prace z zakresu standaryzacji i normalizacji w zakresie norm międzynarodowych, krajowych, zakładowych; czuwa nad stosowaniem tych norm w dokumentacji technicznej i produkcji. - bieżące śledzenie norm, aktów prawnych i wprowadzanych norm krajowych; - kontrola dokumentacji technicznej i produkcji pod względem zgodności z normami;"
214108,"Specjalista do spraw audytu zabezpieczenia Odpowiada za nadzorowanie systemu zarządzania procesem zabezpieczeń oraz bezpieczeństwa i higieny pracy; zajmuje się doradztwem organizacyjno-technicznym w zakresie zabezpieczeń i BHP oraz analizą zagrożeń i ryzyka występującego na stanowiskach pracy. przygotowywanie strategii zarządzania bezpieczeństwem w organizacji oraz definiowanie ogólnych standardów jakościowych w zakresie bezpieczeństwa;prowadzenie audytów kontrolnych i analiz stanu bezpieczeństwa: fizycznego teleinformatycznego, przeciwpożarowego, BHP, zabezpieczenia technicznego i mechanicznego na obiektach o różnym profilu użytkowania;analizowanie zagrożeń i dokonywanie oceny ryzyka oraz formułowanie propozycji optymalizacji procesów;proponowanie i wdrażanie rozwiązań dotyczących oceny ryzyka, kontroli i audytów zabezpieczeń;projektowanie, wdrażanie i rozwijanie systemów monitorujących i kontrolujących poziom zabezpieczeń i bezpieczeństwa na stanowiskach pracy;wdrażanie technicznych rozwiązań w zakresie zabezpieczeń oraz utrzymywania bezpieczeństwa i higieny pracy;przeprowadzanie kontroli warunków pracy wraz z oceną przestrzegania przepisów i zasad bezpieczeństwa;opracowywanie raportów z przeprowadzonych audytów i testów bezpieczeństwa oraz dokumentacji technicznej dla wdrażanych rozwiązań;aktywne uczestniczenie i reprezentowanie organizacji w procesie zewnętrznych audytów certyfikujących;nadzorowanie zgodności procedur i dokumentacji z wymogami przepisów BHP i ppoż.;przygotowywanie okresowych raportów i statystyk BHP i ppoż. na potrzeby wewnętrzne i zewnętrzne;prowadzenie oraz aktualizowanie wymaganej prawem dokumentacji BHP i ppoż. prowadzenie specjalistycznych szkoleń wewnętrznych i zewnętrznych w zakresie bezpieczeństwa i higieny pracy oraz z zakresu zabezpieczeń stosowanych na stanowiskach pracy."
214109,"Specjalista kontroli jakości Opracowuje metody kontroli jakości surowców, procesów, wyrobów gotowych i opakowań. - zbieranie informacji o dostarczanych surowcach;"
214110,"Towaroznawca Bada cechy i właściwości towarów i produktów przemysłowych, rolniczych i żywnościowych, spożywczych, kosmetycznych oraz analizuje czynniki wpływające na ich jakość; ochrania i kontroluje ich jakość, opracowuje standardy i atestuje wyroby; zarządza jakością towarów; dokonuje ich oceny w różnych segmentach gospodarki narodowej: w rolnictwie, przemyśle, handlu, transporcie, gospodarce magazynowej, oddziałach kontroli towarowo-celnej i sanitarnej. dokonywanie oceny jakości towarów pod kątem: ich pochodzenia i sposobu otrzymywania towarów, ich użyteczności, warunków otoczenia, które wpływają na jakość towarów;dokonywanie oceny cech i właściwości towarów i produktów za pomocą jednego lub kilku zmysłów (analiza sensoryczna) w warunkach zapewniających dokładność i prawidłowość wyników;badanie towarów i produktów określających ich techniczne parametry (konstrukcja i technologia) wyrobu, użytkowe (funkcjonalność, bezpieczeństwo użytkowania oraz niezawodność wyrobu) oraz cechy estetyczne;kwalifikowanie towarów i produktów do odpowiedniej klasy jakościowej, gatunku;dbałość o utrzymanie w określonych granicach jakości towarów lub produktów pod rygorem utraty ich wartości użytkowej (tzw. analiza cech krytycznych);analizowanie czynników wpływających na jakość towarów i produktów z nich wykonanych, ich wartość i cenę;stosowanie metod badawczych z dziedziny chemii analitycznej, fizyki, mechaniki, elektroniki, biochemii, mikrobiologii, botaniki, zootechniki i ichtiologii w celu poznania składu chemicznego towarów, ochrony towarów przed zniszczeniem, ich opakowaniem, transportem i przechowywaniem;zabezpieczanie towarów i produktów przed wpływem warunków klimatycznych lub innych niekorzystnych warunków w czasie eksploatacji, transportu lub przechowywania;opracowywanie ekspertyz, wydawanie atestów i certyfikatów potwierdzających jakość wyprodukowanej żywności, produktów kosmetycznych itp.;dokonywanie odbioru jakościowego towarów;opracowywanie strategii logistycznych zapewniających jakość przechowywanych i transportowanych produktów;opracowywanie strategii rynkowych w przedsiębiorstwach produkcyjnych, przetwórstwa i obsługi rynków o różnym charakterze własności. pełnienie funkcji Pełnomocnika Systemu Zarządzania Jakością ISO 9001."
