code,var,desc
214608,occupation_name,inżynier geotechnik - górnictwo
214608,occupation_alternative_names,inżynier geolog - hydrologia górnicza; inżynier geotechnik
214608,occupation_description,"Inżynierowie geotechnicy w górnictwie prowadzą badania w zakresie inżynierii, badań hydrologicznych i geologicznych oraz analizy mające na celu poprawę bezpieczeństwa i efektywności operacji związanych z wydobyciem minerałów. Nadzorują oni pobieranie próbek i pomiary z zastosowaniem metod i technik badania geotechnicznego. Modelują zachowania mechaniczne masy skalnej i przyczyniają się do konstrukcji geometrii kopalni."
214608,skills,korzystać z oprogramowania do planowania prac kopalni; doradzać w kwestiach związanych z materiałami budowlanymi; rozwiązywać problemy w sposób krytyczny; geologia; nadzorować pracowników; obsługiwać komputer; wpływ czynników geologicznych na operacje wydobywcze; planować terenowe badania geotechniczne; projektować obiekty infrastrukturalne na potrzeby kopalni odkrywkowych; doradzać w kwestiach geologicznych w kontekście wydobywania minerałów; zarządzać personelem geotechnicznym; przygotowywać sprawozdania techniczne zagrożenie zdrowia i bezpieczeństwa podczas pracy pod ziemią; doradzać w kwestii wyboru lokalizacji; opracowywać plany zarządzania hałdami kopalnianymi; badać minerały surowe; instalować urządzenia do monitorowania ruchu formacji skalnych; interpretować dane sejsmiczne
214906,occupation_name,inżynier energetyki
214906,occupation_alternative_names,doradca ds. efektywności energetycznej
214906,occupation_description,"Inżynierowie energetyki opracowują nowe, wydajne i czyste sposoby wytwarzania, przekształcania i dystrybucji energii w celu poprawy zrównoważenia środowiskowego i efektywności energetycznej. Pobierają energię za pośrednictwem zasobów naturalnych, takich jak ropa naftowa lub gaz, lub źródeł odnawialnych i zrównoważonych, takich jak energia wiatru lub energia słoneczna."
214906,skills,"rysunki techniczne; podstawy inżynierii; dostosowywać projekty techniczne; energia; zatwierdzać projekty inżynieryjne; rynek energii; korzystać z oprogramowania do rysunków technicznych; procesy inżynierii; prowadzić badania naukowe projektować urządzenia ciepłownicze; projektować systemy elektroenergetyczne; rysunki projektowe; promować innowacyjne projekty infrastrukturalne; systemy ogrzewnictwa przemysłowego; przepisy w zakresie transportu za pomocą rurociągu; analizować eksperymentalne dane laboratoryjne; zarządzać procesami przepływu pracy; przeprowadzać inspekcje podziemnych kabli zasilania; opracowywać procedury gospodarowania odpadami; opracowywać strategie naprawy szkód w środowisku; sprawdzać działanie infrastruktury rurociągów; zużycie energii elektrycznej; promować świadomość środowiskową; korzystać z oprogramowania CAD; wyładowanie elektryczne; projektować podzespoły wykorzystywane w automatyce; zapewniać zgodność z przepisami dotyczącymi bezpieczeństwa; monitorować zmiany w przepisach; monitorować maszyny automatyczne; zasady projektowania; przedstawiać wyniki testów; przepisy w zakresie bezpieczeństwa energii elektrycznej; zarządzać systemem przesyłania energii elektrycznej; opracowywać harmonogram przesyłu gazu; zapewniać przestrzeganie harmonogramu przesyłu energii elektrycznej; inżynieria środowiska; energia słoneczna; zarządzać wpływem oddziaływań na środowisko; korzystać ze środków ochrony indywidualnej; sporządzać projekty; opracowywać harmonogram przesyłu energii elektrycznej; odczytywać szkice inżynierskie; doradzać w kwestii efektywności energetycznej systemów ogrzewania; zapewniać prawidłowe ciśnienie gazów; projekt budynku o niemal zerowym zużyciu energii; łagodzić wpływ projektów dotyczących budowy rurociągów na środowisko; hydraulika; doradzać w kwestii systemów zarządzania ryzykiem środowiskowym; obliczać kierunek ustawienia paneli fotowoltaicznych; nadzorować operacje w zakresie przesyłu gazu; zapewniać zgodność z przepisami dotyczącymi infrastruktury rurociągowej; tworzyć rysunki w programie AutoCAD; zużycie gazu; zarządzać projektem inżynieryjnym; opracowywać strategie na wypadek zagrożenia w zakresie dostaw energii elektrycznej; rynek gazu; koordynować proces wytwarzania energii elektrycznej; normy jakości; zapewniać zgodność z przepisami w zakresie odpadów; opracowywać koncepcje w zakresie oszczędności energii; części układu ogrzewania, układu wentylacyjnego, klimatyzacji i układu chłodniczego; charakterystyka energetyczna budynków; analizować zasady inżynieryjne; manipulować zapotrzebowaniem na energię; inżynieria mechaniczna; monitorować prądnice; elektrotechnika; prąd elektryczny; oceniać rentowność; badać czystość gazu; nadzorować operacje w zakresie przesyłu energii elektrycznej; dbać o systemy solarne; zapewniać zgodność z przepisami środowiskowymi; nosić odpowiednie elementy wyposażenia ochronnego; przeprowadzać inspekcje obiektów zakładowych; przeprowadzać inspekcje napowietrznych linii elektroenergetycznych; elektryczność; monitorować urządzenia zapewniające dostęp do mediów; przeprowadzać symulacje; gaz ziemny; zapobieganie zanieczyszczeniom; zapewniać bezpieczeństwo operacji związanych z mocą elektryczną; rynek energii elektrycznej; korzystać z narzędzi analizy termicznej; zarządzać zużyciem energii w budynkach; konstrukcje wsporcze; zgłaszać incydenty związane z dystrybucją paliwa; sprawdzać procedury przesyłu energii elektrycznej; dokumentować wyniki analizy; analizować tendencje na rynku energii; nadzorować załogę; elektroenergetyka; promować zrównoważoną energię; dbać o sprzęt elektryczny; doradzać w kwestii procedur gospodarowania odpadami; dbać o systemy skupiania światła słonecznego; zarządzać zautomatyzowaną kontrolą procesu; zmieniać systemy przesyłu mocy; dostosowywać harmonogramy przesyłu energii; obsługiwać turbinę parową; identyfikować potrzeby klientów; przeprowadzać analizę ryzyka; zarządzać systemem przesyłu gazu; udzielać informacji na temat turbin wiatrowych; wiązki przewodów; doradzać w kwestii naprawy szkód w środowisku; udzielać informacji na temat paneli fotowoltaicznych; projektować urządzenia do dostarczania mediów; przeprowadzać obliczenia elektryczne; sporządzać projekty techniczne rurociągów; wymogi bezpieczeństwa dotyczące towarów transportowanych za pomocą rurociągów; analizować zużycie energii; zapewniać odpowiedni stan urządzeń; reagować na zagrożenia w zakresie dostaw energii elektrycznej; paliwa kopalne; oceniać wpływ na środowisko; rozwiązywać problemy związane z awarią sprzętu; mechanika płynów; monitorować sprzęt do przetwarzania odpadów; rodzaje turbin wiatrowych; przeprowadzać audyty w miejscach wykonywania prac inżynieryjnych; technologie energetyki odnawialnej; zapewniać przestrzeganie harmonogramu przesyłu gazu; opracowywać strategie gospodarowania odpadami niebezpiecznymi; prawo ochrony środowiska; opracowywać strategie gospodarowania odpadami innymi niż niebezpieczne; produkcja wytwornic pary; produkty odpadowe i ze złomu; rodzaje paneli fotowoltaicznych; termodynamika; przeprowadzać konserwację zainstalowanych urządzeń; określać zapotrzebowanie energetyczne; przepisy dotyczące zanieczyszczeń; paliwo gazowe; dostosowywać napięcie; doradzać w kwestii zapobiegania zanieczyszczeniom; rodzaje rurociągów; procesy wymiany cieplnej; rozwiązywać problemy; dbać o systemy fotowoltaiczne; przemiana energetyczna; przeprowadzać inspekcje urządzeń przemysłowych; czynniki chłodnicze; nadzorować kontrolę jakości; prądnice; systemy dystrybucji paliw; korzystać z urządzeń do badań; oprogramowanie do projektowania wspomaganego komputerowo; projektować systemy solarne; badać próbki pod kątem zanieczyszczeń; monitorować systemy w elektrowniach jądrowych; pośredniczyć w kontaktach z organami na szczeblu lokalnym; obsługiwać panel sterowania maszyn hydraulicznych; zarządzać projektem; technologia automatyzacji; przeprowadzać inspekcje systemów w budynkach"
214910,occupation_name,inżynier pożarnictwa
214910,occupation_alternative_names,inżynier ochrony przeciwpożarowej
214910,occupation_description,"Inżynierowie pożarnictwa badają, projektują i opracowują innowacyjne rozwiązania mające na celu zapobieganie pożarom oraz ochronę ludzi, terenów przyrodniczych i obszarów miejskich. Proponują odpowiednie materiały do budowy, odzieży lub innych zastosowań oraz projektują systemy wykrywania, których celem jest zapobieganie pożarom lub rozprzestrzenianiu się ognia."
214910,skills,dostosowywać projekty techniczne; procesy inżynierii; przepisy w zakresie bezpieczeństwa pożarowego; przeprowadzać próby ogniowe; inżynieria bezpieczeństwa; systemy przeciwpożarowe; zatwierdzać projekty inżynieryjne; rysunki techniczne; podstawy inżynierii; prawo ochrony środowiska; inżynieria przeciwpożarowa; prowadzić badania naukowe; procedury przeciwpożarowe przeprowadzać kontrole bezpieczeństwa przeciwpożarowego; zasady projektowania; wykonywać badania laboratoryjne; testować strategie bezpieczeństwa; pełnić funkcję osoby wyznaczonej do kontaktów w przypadku incydentów związanych ze sprzętem; doradzać architektom; materiałoznawstwo; doradzać w kwestii poprawy bezpieczeństwa; materiały włókiennicze; określać ryzyko pożaru; chemia; inżynieria lądowa; rejestrować dane uzyskane w trakcie badań; doradzać w kwestiach związanych z materiałami budowlanymi; termodynamika; edukować społeczeństwo w zakresie bezpieczeństwa przeciwpożarowego; fizyka; opracowywać procedury testowania materiałów; sporządzać specyfikacje projektowe
214915,occupation_name,inżynier technologii przetwórstwa skóry
214915,occupation_description,"Inżynierowie technologii przetwórstwa skóry są odpowiedzialni za planowanie i monitorowanie planowania produkcji. Pracują oni z kierownikiem ds. produktu w celu śledzenia postępów w realizacji harmonogramu. Współpracują z magazynem w celu zapewnienia optymalnego poziomu i jakości materiałów, a także wraz z departamentem marketingu i sprzedaży w celu spełnienia wymagań stawianych przez klienta."
214915,skills,dostosowywać się do zmieniającej się sytuacji; sprawować przywództwo nad współpracownikami zorientowane na osiągnięcie celów; zdrowie i bezpieczeństwo w miejscu pracy; znajdować rozwiązania problemów; opracowywać harmonogram produkcji; określać cele przedsiębiorstwa; korzystać z narzędzi IT; korzystać z technik komunikacyjnych; zarządzać dostawami; zarządzać jakością skóry przez cały proces produkcji; dotrzymywać terminów; pośredniczyć w kontaktach ze współpracownikami; wykonywać instrukcje robocze; negocjować z zainteresowanymi stronami; myśleć analitycznie; pracować w zespołach zajmujących się produkcją materiałów włókienniczych chemia skóry; właściwości fizykochemiczne skóry typu „crust”; monitorować operacje prowadzone w przemyśle skórzanym; funkcje maszyn; identyfikować wady skór surowych; zarządzać personelem; właściwości fizykochemiczne skór surowych; zarządzać wpływem oddziaływań na środowisko; nabywać dostawy surowców; technologia obróbki skóry
214919,occupation_name,inżynier włókiennik
214919,occupation_description,Inżynierowie włókiennicy opracowują i nadzorują systemy produkcji wyrobów włókienniczych.
214919,skills,wytwarzać wyroby z włókien odcinkowych; technologia wyplatania; wytwarzać tkaniny; opracowywać specyfikacje technicznych materiałów włókienniczych; wytwarzać przędzę z włókien odcinkowych; oceniać właściwości materiałów włókienniczych; właściwości tkanin; wytwarzać wyroby plecione; kontrolować proces produkcji wyrobów włókienniczych; technologie włókiennicze; przygotowywać maszyny do tkania wątkowego; wytwarzać dzianiny; przerabiać włókna tekstylne na taśmy przędzy; dokonywać pomiaru przędzy; wytwarzać włókna sztuczne; wykonywać czynności związane z testowaniem wyrobów włókienniczych; rozróżniać akcesoria; wytwarzać teksturowaną przędzę z włókien ciągłych; zapewniać zgodność ze standardami pracy; rozróżniać tkaniny; zarządzanie portfelem w produkcji materiałów włókienniczych oraz konfekcji; zdrowie i bezpieczeństwo w przemyśle włókienniczym; badania i rozwój w sektorze włókienniczym; wytwarzać wyroby z włókien ciągłych; technologia nanoszenia nadruków na wyroby włókiennicze; szukać usprawnień w bieżących działaniach; korzystać z techniki włókienniczej przy produkcji wyrobów wytwarzanych ręcznie; wyzwania w przemyśle włókienniczym; technologia maszyn do przędzenia włókien odcinkowych korzystać z technologii dziewiarstwa osnowowego; przerabiać taśmy przędzy na nici; technologia wykańczania wyrobów włókienniczych; sprawdzać jakość produktów na linii produkcyjnej wyrobów włókienniczych; projektować dzianiny osnowowe; maszynowe technologie dziewiarskie; badać właściwości fizyczne materiałów włókienniczych; kończyć obróbkę włókien sztucznych; korzystać z technologii tkackich; korzystać z technologii przygotowywania osnowy; maszynowa technologia produkcji włókniny; projektować dzianiny wątkowe; sporządzać szkice wyrobów włókienniczych; korzystać z technologii przygotowywania wątków; technologia farbowania
214921,occupation_name,inżynier ds. aparatury kontrolno-pomiarowej i automatyki
214921,occupation_alternative_names,inżynier ds. AKPiA; inżynier systemów sterowania; specjalista ds. instrumentacji
214921,occupation_description,"Inżynierowie ds. aparatury kontrolno-pomiarowej i automatyki planują i projektują sprzęt wykorzystywany w procesach wytwarzania w celu zdalnej kontroli i monitorowania różnych procesów inżynieryjnych. Projektują urządzenia służące do monitorowania zakładów produkcyjnych, takich jak systemy wytwarzania, zastosowania maszyn i procesy produkcyjne."
214921,skills,dostosowywać projekty techniczne; systemy kontroli; matematyka; przestrzegać przepisów dotyczących materiałów zabronionych; elektryczność; podstawy inżynierii; rysunki projektowe; projektować systemy sterowania; opracowywać systemy oprzyrządowania; prowadzić badania naukowe; inżynieria pomiarowa; elektronika; zagrożenia środowiskowe; prawo ochrony środowiska; urządzenia kontrolno-pomiarowe; fizyka; podstawy związane z układami elektrycznymi; zatwierdzać projekty inżynieryjne; sporządzać studium wykonalności mechanika; projektować prototypy; składać urządzenia kontrolno-pomiarowe; oceniać rentowność; zarządzać projektem; projektować mikroukłady elektromechaniczne; tworzyć projekt oprogramowania; urządzenia wykorzystywane w elektrowni; procesy wytwarzania; przeprowadzać próby testowe; energia jądrowa; oprogramowanie do projektowania wspomaganego komputerowo; zapewniać dostępność wyposażenia; rejestrować dane uzyskane w trakcie badań; korzystać z oprogramowania CAD; opracowywać procedury przeprowadzania testów; zapewniać zgodność z przepisami dotyczącymi bezpieczeństwa; zasady projektowania; opracowywać normy jakości; przestrzegać norm bezpieczeństwa i higieny pracy; przeprowadzać testy systemu; teoria inżynierii sterowania; zarządzanie projektami; sporządzać sprawozdania na temat wykonywanych prac; zarządzać systemami oprzyrządowania; nadzorować pracowników; analizować procesy produkcyjne pod kątem ich udoskonalenia; korzystać z oprogramowania do rysunków technicznych; zarządzanie danymi produktu
214922,occupation_name,metrolog
214922,occupation_description,"Metrolodzy studiują i praktykują naukę pomiaru. Opracowują systemy ilościowe, jednostki miar i metody pomiaru, które należy stosować w nauce. Metrolodzy ustanawiają nowe metody i narzędzia służące do ilościowego określenia i lepszego zrozumienia informacji."
214922,skills,metrologia; analizować zależności między wielkościami; wykazywać się umiejętnościami analitycznymi; inżynieria pomiarowa; korzystać z urządzeń do badań; zamawiać sprzęt; obsługiwać precyzyjne urządzenia pomiarowe; opracowywać przyrządy pomiarowe; stosować metody naukowe; kalibrować przyrządy do przeprowadzania precyzyjnych pomiarów; normy jakości; opracowywać procedury kalibracji; dbać o sprzęt techniczny; rozwiązywać problemy; znajdować rozwiązania problemów; metodologia badań naukowych; składać urządzenia pomiarowe; obsługiwać przyrządy do przeprowadzania pomiarów w celach naukowych; przeprowadzać próby testowe; sporządzać sprawozdanie z kalibracji; prowadzić badania naukowe techniki laboratoryjne; odczytywać standardowe plany działania; fizyka; kalibrować przyrządy mechatroniczne; przeprowadzać inspekcje materiałów; elektronika; kalibrować przyrządy elektroniczne; konserwować wyposażenie laboratorium; algebra; biologia; opracowywać procedury konserwacji prewencyjnych dla przyrządów; kalibrować sprzęt laboratoryjny; geometria; tworzyć prace naukowe; obsługiwać instrumenty pomiarowe; meteorologia
214923,occupation_name,nanotechnolog
214923,occupation_alternative_names,nanoinżynier; inżynier nanostruktur
214923,occupation_description,"Nanotechnolodzy łączą wiedzę naukową dotyczącą cząsteczek masy atomowej i cząsteczek molekularnych z podstawami inżynierii dla zastosowań w różnych zakresach pól. Stosują oni ustalenia w dziedzinie chemii, biologii i inżynierii materiałowej itp. Posiadają wiedzę techniczną na potrzeby ulepszania istniejących aplikacji lub tworzenia mikroobiektów."
214923,skills,przeprowadzać eksperymenty chemiczne; przestrzegać norm bezpieczeństwa i higieny pracy; chemia; nanotechnologia; chemia analityczna; dostosowywać projekty techniczne; prowadzić badania naukowe; podstawy inżynierii; obchodzić się z substancjami chemicznymi; badać próbki chemiczne; materiałoznawstwo; oceniać wpływ na środowisko; procesy inżynierii; zatwierdzać projekty inżynieryjne; analizować zasady inżynieryjne; biologia; przewidywać ryzyko organizacyjne sporządzać specyfikacje projektowe; korzystać z oprogramowania CAD; fizyka; projektować układy optyczne; zarządzać procedurami przeprowadzania badań chemicznych; mikrobiologia lekarska; rejestrować dane uzyskane w trakcie badań; elektrotechnika; opracowywanie leków; mechanika; analizować dane z badań; korzystać z urządzeń do analizy chemicznej; zasady projektowania; opracowywać produkty chemiczne; technologia farmaceutyczna; inżynieria optyczna; opracowywać systemy wytwarzania produktów leczniczych; opracowywać leki; chemia farmaceutyczna; inżynieria komputerowa; projektować prototypy; włączać nowe produkty do procesu produkcji; doskonalić procesy chemiczne
214925,occupation_name,specjalista ds. pakowania i opakowań
214925,occupation_alternative_names,specjalista ds. opakowań
214925,occupation_description,Specjaliści ds. pakowania i opakowań opracowują i analizują zestawy opakowań w celu uniknięcia szkód lub utraty jakości towarów zapakowanych. Projektują oni również opakowania zgodne ze specyfikacjami produktu i oferują rozwiązania w celu rozwiązania problemów związanych z opakowaniami.
214925,skills,promować opakowania ekologiczne; zarządzać personelem; wykazywać się biegłą znajomością norm w zakresie pakowania; prowadzić dokumentację finansową; przestrzegać przepisów prawa; przygotowywać dokumentację techniczną; utrzymywać relacje z klientami; określać innowacyjne koncepcje w dziedzinie pakowania; przeprowadzać szczegółową ocenę zgodności z normami jakości; testować opakowanie; zapewniać kontrolę jakości w związku z pakowaniem; funkcje opakowań; stosować zasady zarządzania bezpieczeństwem; utrzymywać relacje z dostawcami; opracowywać nowe wzory opakowań; procesy produkcji i dystrybucji; rodzaje materiałów opakowaniowych; procesy pakowania; projektować opakowania; rozumieć finansową terminologię biznesową zasady pracy zespołowej; badać jakość produktów; przepisy regulujące międzynarodowy przywóz i wywóz; zatwierdzać projekty opakowań; inżynieria opakowań; przepisy prawne dotyczące zatrudnienia; korzystać z oprogramowania CAD; monitorować działania w zakresie pakowania
214927,occupation_name,inżynier akustyk
214927,occupation_description,"Inżynierowie akustycy studiują i stosują wiedzę naukową w zakresie dźwięku do różnych zastosowań. Pracują oni w wielu różnych dziedzinach, w tym prowadzą konsultacje dotyczące akustyki i elementów mających wpływ na przepuszczanie dźwięku w pomieszczeniach użytkowych lub dotyczących nagrywania. Mogą również konsultować się w sprawie poziomów zakłócania porządku hałasem w odniesieniu do tych działań, które wymagają przestrzegania norm w tej dziedzinie."
214927,skills,inżynieria akustyczna; dostosowywać projekty techniczne; procesy inżynierii; podstawy inżynierii; akustyka; zatwierdzać projekty inżynieryjne; prowadzić badania naukowe tworzyć projekt oprogramowania; projektować systemy transportu; oprogramowanie do edycji dźwięku; przepisy architektoniczne; analizować zasady inżynieryjne; zasady projektowania; technologia dźwięku; elektrotechnika; korzystać z przyrządów do pomiaru dźwięku; doradzać architektom; obsługiwać procesory sygnału audio; doradzać w kwestiach budowlanych; sporządzać specyfikacje projektowe; przestrzegać norm w zakresie poziomu hałasu; fizyka; opracowywać projekty systemów audio; informatyka; kodeksy budowlane; opracowywać projekt produktu
215103,occupation_name,inżynier elektryk
215103,occupation_description,"Inżynierowie elektrycy projektują i rozwijają systemy elektryczne, sprzęt elektryczny, komponenty, silniki i sprzęt z funkcją przesyłu energii. Angażują się w projekty na dużą skalę, takie jak projektowanie i utrzymanie elektrowni, oraz dystrybucja energii do mniejszych zastosowań, takich jak urządzenia gospodarstwa domowego."
215103,skills,elektryczność; podstawy związane z układami elektrycznymi; prawo ochrony środowiska; podstawy inżynierii; przestrzegać przepisów dotyczących materiałów zabronionych; zatwierdzać projekty inżynieryjne; rysunki projektowe; korzystać z oprogramowania do rysunków technicznych; zagrożenia środowiskowe; dostosowywać projekty techniczne; prowadzić badania naukowe opracowywać projekt produktu; język programowania Groovy; elektronika; elektrotechnika; precyzyjne przyrządy pomiarowe; urządzenia kontrolno-pomiarowe; opracowywać modele wyrobów elektromagnetycznych; plany instalacji elektrycznej; obsługiwać przyrządy do przeprowadzania pomiarów w celach naukowych; przeprowadzać testy systemu; analizować procesy produkcyjne pod kątem ich udoskonalenia; sporządzać rutynowe sprawozdania; szkolić pracowników; dopasować oprogramowanie do architektury systemów; architektury sprzętowe; teoria inżynierii sterowania; zarządzanie ryzykiem; projektować płytki obwodu drukowanego; mikroelektronika; Perl; matematyka; fizyka; składać sprzęt komputerowy; rodzaje układów scalonych; biotechnologia; projektować prototypy; SAS language; optoelektronika; płytki obwodu drukowanego; ASP.NET; C++; oprogramowanie układowe; procedury przeprowadzania testów mikroukładów; projektować czujniki; posługiwać się narzędziami o wysokiej precyzji; rodzaje elektroniki; składać urządzenia kontrolno-pomiarowe; testować czujniki; tworzyć projekt oprogramowania; korzystać z oprogramowania CAE; projektować układy elektromechaniczne; projektować układy elektroniczne; monitorować działanie maszyn; lutować elementy elektroniczne; Smalltalk (programowanie komputerowe); projektować sprzęt komputerowy; Scala; ochrona konsumentów; opracowywać systemy oprzyrządowania; Pascal (programowanie komputerowe); rozwiązywać problemy; projektować systemy elektroenergetyczne; projektować mikroelektronikę; język programowania CoffeeScript; korzystać z oprogramowania CAM; R; procedury przeprowadzania testów elektronicznych; opracowywać modele czujników; programowanie komputerowe; mikroprocesory; zarządzać systemami oprzyrządowania; mikroasembler; sporządzać zestawienie podstawowych materiałów; język programowania Erlang; sporządzać studium wykonalności; gromadzić informacje techniczne; inżynieria biomedyczna; napędy elektryczne; stosować techniki lutownicze; automatyka; testować mikroelektronikę; opracowywać procedury przeprowadzania testów mikroukładów elektromechanicznych; zarządzać budżetem; elektronika użytkowa; technologia automatyzacji; testować układy elektromechaniczne; normy jakości; Scratch (programowanie komputerowe); mikrooptyka; przygotowywać dokumentację techniczną; przestrzegać norm bezpieczeństwa i higieny pracy; materiałoznawstwo; części sprzętu komputerowego; COBOL; technologia komputerowa; technologia przekazu; korzystać z oprogramowania CAD; koordynować prace zespołów inżynierskich; C#; radary; instalować system operacyjny; układy scalone; Prolog (programowanie komputerowe); sporządzać sprawozdania techniczne; automatyzacja budynków; przepisy regulujące substancje; ML (programowanie komputerowe); zarządzanie danymi produktu; Objective-C; nanoelektronika; zarządzanie łańcuchem dostaw; mikromechanika; określać wymagania techniczne; schematy elektryczne; rejestrować dane uzyskane w trakcie badań; ABAP; projektować elektromagnesy; język programowania Common Lisp; opracowywać schematy montażu; oceniać ryzyko dostawcy; prądnice; objaśniać kwestie techniczne; projektować układy elektryczne; hybrydowe systemy sterowania; projektować układy scalone; budować relacje biznesowe; półprzewodniki; inżynieria mechaniczna; JavaScript; mechatronika; przeprowadzać próby testowe; odczytywać szkice inżynierskie; monitorować zgodność z normami jakości produkcji; zapewniać dostępność wyposażenia; Python (programowanie komputerowe); instalować oprogramowanie; przeprowadzać analizę danych; podstawy techniki mikrofalowej; nanotechnologia; OpenEdge Advanced Business Language; czujniki w cyfrowych aparatach fotograficznych; przeprowadzać analizę kontroli jakości; opracowywać procedury przeprowadzania testów; robotyka; sporządzać sprawozdanie z wyników analizy; silniki elektryczne; Microsoft Visual C++; zapewniać zgodność materiałów; obsługiwać maszyny precyzyjne; mechanika precyzyjna; SAP R3; inżynieria komputerowa; opracowywać modele mikroelektroniki; konserwować silniki elektryczne; zarządzanie projektami; mechanika; identyfikować potrzeby klientów; inżynieria pomiarowa; opracowywać modele sprzętu komputerowego; opracowywać modele układów elektromechanicznych; język programowania Haskell; analizować dane z badań; PHP; elektromagnetyzm; konstrukcja optyczno-elektroniczno-mechaniczna; Java (programowanie komputerowe); komunikować się z klientami; optyka; Assembly (programowanie komputerowe); platformy sprzętowe; AJAX; inżynieria motoryzacyjna; oprogramowanie CAE; czujniki; elektromechanika; przygotowywać prototypy produkcyjne; składać układy elektromechaniczne; przetwarzać zamówienia klientów; schematy przyłączeń elektrycznych; elektromagnesy; oceniać rentowność; zasady projektowania; mikroukłady elektromechaniczne; projektować oprogramowanie układowe; przetwarzać wnioski składane przez klientów zgodnie z rozporządzeniem (WE) REACH nr 1907/2006; VBScript; metody testowania właściwości elektrycznych; MATLAB; mikroczujniki; energoelektronika; prowadzić kontrolę techniczną w bezpieczny sposób; przepisy dotyczące sprzętu elektrycznego; testować sprzęt komputerowy; elementy zautomatyzowane; akustyka; normy dotyczące sprzętu elektronicznego; zarządzać projektem; projektować interfejs użytkownika; Ruby (programowanie komputerowe); systemy kontroli; opracowywać normy jakości; projektować mikroukłady elektromechaniczne; testować mikroukłady elektromechaniczne; elektroenergetyka; Visual Studio .NET; opracowywać procedury przeprowadzania testów elektronicznych; materiały do produkcji sprzętu komputerowego; badać literaturę; TypeScript; procesy wytwarzania; projektować systemy sterowania; określać kryteria jakości produkcji; składać mikroukłady elektromechaniczne; maszyny elektryczne; tworzyć plany techniczne; widmo fal elektromagnetycznych; analizować zasady inżynieryjne; metody testowania sprzętu komputerowego; oprogramowanie CAM; zajmować się planowaniem zasobów; Swift (programowanie komputerowe); inżynieria środowiska; APL; Lisp; oprogramowanie do projektowania wspomaganego komputerowo; programować oprogramowanie układowe
215105,occupation_name,inżynier fotoniki
215105,occupation_alternative_names,inżynier fotonik
215105,occupation_description,"Inżynierowie fotoniki zajmują się wytwarzaniem, przesyłem, przekształcaniem i wykrywaniem światła. Prowadzą badania, projektują, zbierają, testują i rozmieszczają komponenty lub systemy fotoniczne w wielu polach użytkowych, od łączności optycznej do przyrządów medycznych, przetwarzania materiału lub techniki czujnikowej."
215105,skills,optyka; rysunki projektowe; normy dotyczące sprzętu optycznego; rejestrować dane uzyskane w trakcie badań; dostosowywać projekty techniczne; współczynnik refrakcji; opracowywać procedury przeprowadzania testów optycznych; elementy optyczne; lasery; przeprowadzać analizę danych; sporządzać sprawozdanie z wyników analizy; fizyka; projektować układy optyczne; przeprowadzać analizę kontroli jakości; analizować dane z badań; proces wytwarzania wyrobów optycznych; badać literaturę; przygotowywać prototypy produkcyjne; rodzaje przyrządów optycznych; obsługiwać przyrządy do przeprowadzania pomiarów w celach naukowych; odczytywać szkice inżynierskie; prowadzić badania naukowe; inżynieria optyczna; zatwierdzać projekty inżynieryjne; elektronika; testować elementy optyczne; matematyka; opracowywać modele układów optycznych; podstawy inżynierii; właściwości szkła optycznego; fotonika; projektować prototypy wyrobów optycznych zajmować się planowaniem zasobów; sporządzać zestawienie podstawowych materiałów; rozwiązywać problemy związane z awarią sprzętu; szkolić pracowników; optoelektronika; widmo fal elektromagnetycznych; schematy elektryczne; budować relacje biznesowe; optyka kwantowa; mikrooptyka; czujniki w cyfrowych aparatach fotograficznych; komunikować się z klientami; światłowody; korzystać z oprogramowania CAD; tworzyć plany techniczne; urządzenia elektrooptyczne; posługiwać się narzędziami o wysokiej precyzji; inżynieria optomechaniczna; przeprowadzać próby testowe; elementy optomechaniczne; opracowywać schematy montażu; określać kryteria jakości produkcji; elektrooptyka; zarządzać projektem; koordynować prace zespołów inżynierskich; mocować elementy optyczne w oprawkach; konstrukcja optyczno-elektroniczno-mechaniczna; technologia obrazowania medycznego; obsługiwać sprzęt do montażu urządzeń optycznych; urządzenia optoelektroniczne; oprogramowanie CAE; opracowywać projekt produktu; prowadzić kontrolę techniczną w bezpieczny sposób; normy jakości; przygotowywać dokumentację techniczną
215106,occupation_name,inżynier urządzeń i systemów energetyki odnawialnej
215106,occupation_alternative_names,technik urządzeń i systemów energetyki odnawialnej; inżynier ds. odnawialnych źródeł energii
215106,occupation_description,Inżynierowie urządzeń i systemów energetyki odnawialnej prowadzą badania nad alternatywnymi źródłami energii w celu opracowania systemów produkcji energii ze źródeł odnawialnych. Starają się zoptymalizować produkcję energii ze źródeł odnawialnych oraz zmniejszyć koszty produkcji i obciążenia środowiskowe. Systemy te skupiają się na zrównoważeniu energetycznym i efektywności energetycznej.
