;id_unit;job_title;kod_zawodu1;kod_zawodu2;kod_zawodu3;job_description
;694599;Kierownik Elektromarketu;142004;142004;142004;Kto szuka: Adreams Stanowisko: Kierownik Elektromarketu Lokalizacja: Suwałki podlaskie Opis stanowiska podany przez pracodawcę: „Liderem jest ten, kto widzi więcej niż inni, patrzy dalej niż inni i kto dostrzega rzeczy, zanim zobaczą je inni” - LeRoy Eims Twój zakres obowiązków: zarządzanie zespołem (m.in. rekrutacja, wdrażanie i motywowanie pracowników, dbanie o ich rozwój, delegowanie i rozliczanie z zadań) budowanie zespołu zdolnego realizować założenia biznesowe utrzymywanie wysokiego poziomu jakości obsługi Klientów kontrola przestrzegania standardów i procedur firmy współpraca z innymi działami i dbanie o dobry wizerunek firmy Wymagania stawiane pracownikowi: Nasze wymagania: doświadczenie w zarządzaniu zespołem bardzo dobra znajomość procesów sprzedaży silna orientacja na realizację celów biznesowych (KPI) wysoko rozwinięte umiejętności interpersonalne samodzielność i proaktywność w działaniu Oferujemy: umowę o pracę bez okresu próbnego atrakcyjny system premiowy uzależniony od osiąganych wyników szkolenia menadżerskie możliwość awansu benefity: zniżki na zakup sprzętu z oferty Media Expert premia świąteczna dofinansowanie karty MultiSport nagroda jubileuszowa opieka fundacji Firma oferuje: To co, jesteśmy umówieni na wspólną przyszłość? Kontakt do pracodawcy: Kliknij tutaj, aby skontaktować się z pracodawcą lub wysłać swoje CV » Aplikuj na tą ofertę pracy
;847696;Supplier Quality Engineer – Inżynier ds. Jakości Dostawców;214109;214109;214190;Praca na stanowisku: Supplier Quality Engineer – Inżynier ds. Jakości Dostawców MOLTTON jest innowacyjną firmą doradztwa personalnego, która od dekady specjalizuje się w rekrutacji wysokiej klasy specjalistów oraz menedżerów średniego i wyższego szczebla dla branż: Technicznej, Produkcyjnej, IT, Logistycznej, Finansowej, Usługowej w szerokim zakresie stanowisk w Polsce i za granicą. Zaufało nam już ponad 450 międzynarodowych klientów, dla których zrealizowaliśmy ponad 5000 rekrutacji. Do każdego z prowadzonych projektów podchodzimy w sposób indywidualny, opierając się zarówno na wieloletnim doświadczeniu naszych wyspecjalizowanych w branżach Konsultantów, jak i rzeczywistych potrzebach i oczekiwaniach Klienta oraz Kandydatów. Nr. KRAZ 7145Supplier Quality Engineer – Inżynier ds. Jakości DostawcówZakres obowiązków: Zapewnienie jakości dostarczanych komponentów dla modyfikacji i produkcji seryjnej Monitorowanie jakości dostarczanych komponentów i inicjowanie działań korygujących w przypadku nie spełnienia wymagań jakościowych Zarządzanie procesem reklamacji dostawców Prowadzenie audytów po-reklamacyjnych u dostawców Przygotowywanie dokumentacji jakościowej dla dostarczanych komponentów Ścisła współpraca z inżynierami procesu i inżynierami jakości w zakresie komponentów wykorzystywanych w procesie produkcyjnym Ciągła współpraca z dostawcami w celu ich rozwoju i poprawy wyników jakościowych Prowadzenie procesy PPAP dla zmian inżynieryjnych Wymagane: Wykształcenie wyższe techniczne 2 lat doświadczenia na analogicznym stanowisku w międzynarodowej firmie produkcyjnej z branży motoryzacyjnej Bardzo dobra znajomość j. angielskiego Umiejętność pracy w zespole, zdolności analityczne, otwartość na wiedzę i ciągły rozwój Praktyczna znajomość: FMEA, SPC, MSA, Pareto, Znajomość nowoczesnych narzędzi do rozwiązywania problemów (8D, 5 Why, Ishikawa, FTA, itp.) Oferujemy: Doskonałą atmosferę w zgranym zespole Interesujące benefity Udział w międzynarodowych projektach realizowanych dla największych marek w branży automotive Duże możliwości rozwoju Firma: Moltton Lokalizacja: Bielsko-Biała / śląskie Data ważności: 2021-08-28 Typ umowy: Praca stała Podobne oferty: Pracownik Magazynu (PMR/08/21) Pracownik Magazynu - 3/4 etatu Chcesz dostawać powiadomienia o ofertach: &nbsp
;333218;PRACOWNIK PIEKARNI;932910;932910;932910;Kto szuka: Centralna Baza Ofert Pracy Stanowisko: PRACOWNIK PIEKARNI Lokalizacja: Białystok podlaskie Opis stanowiska podany przez pracodawcę: Numer oferty: StPr/21/1427Obowiązki:Pomoc piekarza.Wymagania:Wymagania konieczne:Wykształcenie:brak lub niepełne podstawowe, brakPozostałe wymagania:chęć do pracyMiejsce pracy: Dojnowska 61/1, 15-557 Białystok, powiat: m. Białystok, woj: podlaskieRodzaj umowy: Umowa o pracę na czas nieokreślonyWymagane dokumenty: CVSposób aplikowania: bezpośrednio do pracodawcyKliknij przycisk Aplikuj, aby poznać szczegóły oferty Kontakt do pracodawcy: Kliknij tutaj, aby skontaktować się z pracodawcą lub wysłać swoje CV » Aplikuj na tą ofertę pracy
;1065287;Frontend Developer;251401;251401;251401;Praca na stanowisku: Frontend Developer Frontend Developer OFERUJEMY PRACĘ W BIURZE (siedziba firmy w Koszalinie), ZDALNIE ORAZ W MODELU HYBRYDOWYM. Realizujemy zaawansowane projekty ERP, eCommerce, systemy flotowe dla takich firm jak Bosch, Bridgestone, Continental, Michelin, Mercedes.Szukamy do stałej współpracy programistów, którzy wprowadzą nowoczesny design do naszych aktualnych i nowych rozwiązań. Jak pracujemy? Tworzymy i rozwijamy warstwy front-end aplikacji internetowychRozwiązania, które mają bezpośredni wpływ na odbiorców.Wdrażamy interfejsy użytkownika w oprogramowaniuChcemy, aby nasze systemy dobrze funkcjonowały na każdym urządzeniu.Wspieramy oraz rozwijamy istniejące rozwiązaniaUtrzymywanie obecnych systemów zgodnie z wymaganiami biznesowymi.Poukładany zespółNie wymagamy od programisty bycia zastępstwem dla stanowiska UI czy UX. Posiadamy osoby w zespole, które mają te kompetencje. Od Ciebie wymagamy komunikacji z zespołem, tworzenia oprogramowania i odpowiednich testów.Twoja praca ma znaczenieTworzymy systemy dla tysięcy osób, które każdego dnia używają przez wiele godzin naszego oprogramowania. Masz realny wpływ na inne osoby i ich firmy. Oferujemy atrakcyjną pracę przy zaawansowanych projektach, które mają największy udział w branży Automotive.Stale szukamy wyzwań, kreując innowacyjne koncepcje dla nowych projektów. Build the digital future with us! Czego oczekujemy? Znajomości HTML5 / CSS3 czy standardów wokoło JS ES(x)Absolutne must-have do codziennej pracy Praktycznej znajomości technologii ASP.NET(Core) Pracujemy w technologii .NET i programista Frontend powinien móc wstrzykiwać pisane ekrany i logikę w strukturę ASP.NET Znajomości REST API, JQuery, KendoUI, DevExpress, Bootstrap, Angular 2+Podziel się z nami swoim doświadczeniem Znajomości wzorców projektowych i zasad „Clean Code”Dbamy o jakość pisanego kodu aplikacji Znajomości systemu kontroli wersji GITObecnie korzystamy z Git Extensions Poszukujemy programistów, którzy są nastawieni na tworzenie wysokiej jakości design-u.Jeśli chcesz pracować z nami przy projektach dla branży Automotive – to szukamy właśnie Ciebie. Co jest mile widziane? Poparcie swojej wiedzy i praktyki zrealizowanymi projektamiPokaż nam, nad czym pracowałeś i czym możesz się pochwalić Poczucie estetyki oraz podstawy User ExperienceChcemy, aby użytkownicy chętnie korzystali z naszych systemów Umiejętność obsługi narzędzi do obróbki grafikiObecnie korzystamy z Adobe Photoshop oraz Adobe XDJeśli masz propozycję na zmiany w projekcie – pokaż i zaprezentuj je namZnajomość React / SCSS / BlazorDodatkowy plus, jeśli te technologie nie są Ci obce.Praktyczne doświadczenie w pracy w metodyce SCRUMNastawiamy się na dobrą organizację pracy APLIKUJ BEZPOŚREDNIO: https://kariera.integra.com.pl/oferty-pracy/front-end-developer/ Firma: Integra Software sp. z o.o. Lokalizacja: Gdańsk / pomorskie Data ważności: 2021-09-04 Typ umowy: Kontrakt Podobne oferty: Tester oprogramowania Tester oprogramowania Chcesz dostawać powiadomienia o ofertach: &nbsp
;591501;Menadżer Projektu;121904;121904;121904;Twój zakres obowiązkówBudowa i zarządzanie Zespołem Projektowym dot. budowy obiektu przemysłowegoTworzenie budżetów realizacji projektów i zasad bieżącego monitorowaniaUczestnictwo w negocjacjach oraz nadzór nad podwykonawcamiTworzenie harmonogramów, ich wdrażanie i raportowanieWspółpraca z Klientem, organizowanie oraz udział w regularnych spotkaniach Nasze wymaganiaWykształcenie wyższe techniczne (budownictwo, mechanika, zarządzanie) lub ekonomiczneMin. 10 lat doświadczenia zawodowego, w tym jako dodatkowy atut w zarządzaniu przez okres min. 6 miesięcy na stanowisku Kierownika lub Zastępcy Kierownika Projektu zamówieniem polegającym na budowie obiektu przemysłowegoMile widziany certyfikat do zarządzania projektami w oparciu o standard PMBOK, PRINCE2, IPMA lub równoważnyDoświadczenie w budowaniu Zespołów do realizacji projektówObsługa komputera (Word, Excel, MS Project)Znajomość języka angielskiego na poziomie komunikatywnymUmiejętność delegowania zadań oraz motywowaniaOtwartość na relokację (praca w miejscach realizacji projektów)Prawo jazdy kat. B To oferujemyPracę w międzynarodowej firmie o ugruntowanej pozycji na rynkuInteresujący zakres obowiązków dający możliwość rozwoju zawodowegoBogaty pakiet świadczeń socjalnych, m.in. Multisport, MyBenefit oraz opieka medycznaMiejsce pracy: cała Polska
;1368595;młodszy specjalista;242209;242217;242204;"Kto szuka: BIP Kancelarii Prezesa Rady Ministrów - Służba Cywilna Stanowisko: młodszy specjalista Lokalizacja: Łódź łódzkie Opis stanowiska podany przez pracodawcę: Łódzki Urząd Wojewódzki w Łodzi Dyrektor Generalny poszukuje kandydatów\kandydatek na stanowisko: młodszy specjalista do spraw kontroli finansowej w Wydziale Finansów i Budżetu 90-926 Łódź Piotrkowska 104 Zakres zadań wykonywanych na stanowisku pracy: przeprowadzania kontroli finansowych w jednostkach podległych i nadzorowanych przez Wojewodę Łódzkiego, jednostkach samorządu terytorialnego oraz podmiotach niezaliczanych do sektora finansów publicznych dotowanych z budżetu państwa, w stowarzyszeniach jednostek samorządu terytorialnego w zakresie przeciwdziałania praniu pieniędzy oraz finansowaniu terroryzmu sporządzanie projektów wystąpień pokontrolnych, wystąpień pokontrolnych bądź sprawozdań z kontroli innych równoważnych dokumentów oraz analizowanie odpowiedzi na zalecenia pokontrolne opracowywanie projektów zawiadomień do Rzecznika Dyscypliny Finansów Publicznych bądź innych organów prowadzących postępowania karne lub karno – skarbowe sporządzanie projektu sprawozdania z wykonania planów kontroli oraz projektu informacji do Biuletynu Informacji Publicznej Warunki pracy Czynniki uciążliwe: praca w terenie, nietypowe godziny pracy (w tym dyżury), krajowe i zagraniczne wyjazdy służbowe, zagrożenie korupcją, permanentna obsługa klientów zewnętrznych (spoza administracji np. obywatele, przedsiębiorstwa) lub przeprowadzanie kontroli w innych urzędach, częste reprezentowanie urzędu na zewnątrz, praca w stresie pod presją czasu. Kontakty zewnętrzne: kilka razy dziennie z pracownikami jednostki kontrolowanej w celu uzyskania dokumentów i wyjaśnień w kontrolowanym zakresie; kilka razy w tygodniu z głównym księgowym, skarbnikiem kontrolowanej jednostki samorządu terytorialnego w celu uzyskania pisemnych wyjaśnień w zakresie zagadnień objętych kontrolą; kilka razy w roku: z kierownikiem jednostki za zakończenie każdej kontroli w celu omówienia ustaleń kontroli.Inne: długotrwała praca przy komputerze, wymuszona pozycja ciała, praca w godzinach nadliczbowych istnieją bariery architektoniczne w zakresie poruszania się po budynku - utrudniony dostęp dla osób niepełnosprawnych poruszających się na wózkach inwalidzkich. Inne informacje: W miesiącu poprzedzającym datę upublicznienia ogłoszenia wskaźnik zatrudnienia osób niepełnosprawnych w urzędzie, w rozumieniu przepisów o rehabilitacji zawodowej i społecznej oraz zatrudnianiu osób niepełnosprawnych, nie wynosi co najmniej 6%. - pierwszeństwo dla osób z niepełnosprawnościamiWzór wymaganych oświadczeń zamieszczony jest pod adresem: http://www.lodzkie.eu/page/86,praca-w-urzedzie.html Proponowane wynagrodzenie zasadnicze: 3 200,00 zł + dodatek stażowy Na podstawie art. 4 ustawy z dnia 21 listopada 2008 r. o służbie cywilnej każdy z kandydatów na pracownika służby cywilnej jest zobowiązany do złożenia ww. dokumentów (Dz. U. z 2021 r., poz. 1233) Do składania ofert zachęcamy również osoby posiadające orzeczenie o niepełnosprawności. Oferta złożona po terminie lub niezawierająca wszystkich """"Wymaganych dokumentów i oświadczeń"""" nie podlega rozpatrzeniu. W przypadku złożenia oferty drogą pocztową za datę złożenia oferty uważa się datę jej nadania w polskiej placówce pocztowej. Kandydaci spełniający wymagania formalne, którzy- po analizie ofert - zostaną zakwalifikowani do kolejnego etapu naboru, będą powiadomieni o terminie jego przeprowadzenia. Prosimy o podawanie adresów e-mailowych (informacja o dalszych etapach może być przesłana w formie elektronicznej). Oferty odrzucone zostaną komisyjnie zniszczone po upływie 3 miesięcy od daty zakończenia naboru. Dodatkowe informacje można uzyskać pod nr tel. 42 664-16-60 lub 42 664-16-52 Wymagania związane ze stanowiskiem pracy niezbędne wykształcenie: wyższe doświadczenie zawodowe/staż pracy doświadczenia zawodowego pozostałe wymagania niezbędne: znajomość przepisów z zakresu finansów publicznych, rachunkowości, kontroli w administracji rządowej, kontroli stowarzyszeń w zakresie objętym ustawą o przeciwdziałaniu praniu pieniędzy oraz finansowaniu terroryzmu umiejętności: analitycznego myślenia, stosowania prawa w praktyce, samodzielnego podejmowania decyzji Posiadanie obywatelstwa polskiego Korzystanie z pełni praw publicznych Nieskazanie prawomocnym wyrokiem za umyślne przestępstwo lub umyślne przestępstwo skarbowe wymagania dodatkowe studia podyplomowe w zakresie: rachunkowości i zarządzania finansami, audytu wewnętrznego, studium kontroli w administracji rządowej przeszkolenie w zakresie księgowości i rachunkowości budżetowej, jak i w zakresie kontroli finansowej oraz zamówień publicznych umiejętności obsługi arkusza kalkulacyjnego i edytora tekstu Dokumenty i oświadczenia niezbędne: CV i list motywacyjny Kopie dokumentów potwierdzających spełnienie wymagania niezbędnego w zakresie wykształcenia Oświadczenie o posiadaniu obywatelstwa polskiego Oświadczenie o korzystaniu z pełni praw publicznych Oświadczenie o nieskazaniu prawomocnym wyrokiem za umyślne przestępstwo lub umyślne przestępstwo skarbowe Dokumenty i oświadczenia dodatkowe:kopia dokumentu potwierdzającego niepełnosprawność - w przypadku kandydatek/kandydatów, zamierzających skorzystać z pierwszeństwa w zatrudnieniu w przypadku, gdy znajdą się w gronie najlepszych kandydatek/kandydatówKopie dokumentów potwierdzających spełnienie wymagania dodatkowego w zakresie doświadczenia zawodowego / stażu pracyDokumenty należy złożyć do: 2021-08-24Decyduje data:stempla pocztowego / osobistego dostarczenia oferty do urzęduMiejsce składania dokumentów: Punkt Obsługi Klienta bud.C 90-926 Łódź, ul. Piotrkowska 104 z dopiskiem """"Oferta pracy nr 82782'' Kontakt do pracodawcy: Kliknij tutaj, aby skontaktować się z pracodawcą lub wysłać swoje CV » Aplikuj na tą ofertę pracy"
;8211;Staż - pracownik biurowy;411003;411003;411003;Powiatowy Urząd Pracy w Opolu Staż - pracownik biurowy Miejsce pracy: Opole Numer: StPr/21/2227 OBOWIĄZKI: pon. - pt. 7.30-15.30 WARUNKI PRACY: Wymagania konieczne:Wykształcenie: średnie ogólnokształcące, brakUprawnienia: Podstawowa obsługa oprogramowania Office, Internetu, kserokopiarki, drukarek, faksu i sprzetu biurowegoWymagania inne:umiejętność pracy w zespole, umiejętność szybkiego uczenia się Miejsce pracy:OpoleRodzaj umowy:Nie dotyczyWynagrodzenie brutto:1 489 PLN KONTAKT: Sposób aplikowania:za pośrednictwem urzęduAdres:Hubala 21, 45-266 Opole, powiat: m. Opole, woj: opolskieDane kontaktowe:Powiatowy Urząd Pracy w OpoluJoanna Wiercińskaj.wiercinska@pup.opole.pl774422952Sposób kontaktu:za pośrednictwem urzęduWymagane dokumenty:skierowanie z PUP Źródło oferty pracy: Powiatowy Urząd Pracy w Opolu
;13257;Pracownik biurowy;411003;411003;411003;Powiatowy Urząd Pracy w Nowym Dworze Mazowieckim Pracownik biurowy Miejsce pracy: Zakroczym Numer: StPr/21/0130 OBOWIĄZKI: Wykonywanie zadań w ramach uzgodnień w Wydziale Inwestycji i Rozwoju WARUNKI PRACY: Wymagania konieczne:Wykształcenie: średnie ogólnokształcące, brakWymagania inne:pożądany kierunek wykształcenia budownictwo, inżynieria środowiska samodzielność, rzetelność, dokładność, odpowiedzialność znajomość oraz umiejętność właściwej interpretacji i stoswania przepisów w zakresie ustaw: Prawo budowlane, Kodeks postępowania administracyjnego, Prawo ochrony środowiska, o ochronie danych osobowych oraz rozporządzeń wykonawczych do ww. ustaw Miejsce pracy:ZakroczymRodzaj umowy:Umowa o pracę na czas określonyWynagrodzenie brutto:od 3 600 PLN KONTAKT: Sposób aplikowania:za pośrednictwem urzęduAdres:Juliusza Słowackiego 6, 05-100 Nowy Dwór Mazowiecki, powiat: nowodworski, woj: mazowieckieDane kontaktowe:Powiatowy Urząd Pracy w Nowym Dworze MazowieckimIwona Łabęda227759242 w. 127Sposób kontaktu:za pośrednictwem urzęduWymagane dokumenty:skierowanie do pracy Źródło oferty pracy: Powiatowy Urząd Pracy w Nowym Dworze Mazowieckim
;1039192;Operator montażu;742102;754903;821390;"Operator montażu - Zduńska Wola , łódzkie od ManpowerGroup Sp. z o.o. Manpower to globalna firma o ponad 70-letnim doświadczeniu, działająca w 82 krajach. Na polskim rynku jesteśmy od 2001 roku i obecnie posiadamy prawie 35 oddziałów w całym kraju. Naszym celem jest otwieranie przed kandydatami nowych możliwości, pomoc w znalezieniu pracy odpowiadającej Ich kwalifikacjom i doświadczeniu. Skontaktuj się z nami - to nic nie kosztuje, możesz za to zyskać profesjonalne doradztwo i wymarzoną pracę! Dla jednego z naszych klientów poszukujemy osoby na stanowisko: Operator montażu Miejsce pracy: Zduńska Wola Miejsce pracy: SieradzOferta: Zatrudnienie w oparciu o umowę o pracę na czas określony (pierwsza umowa - 3 miesiące, kolejne umowy 3-6 mies.; po przepracowaniu 18 miesięcy zatrudnienie na umowę o pracę bezpośrednio z firmą) Wynagrodzenie zasadnicze na start 2800 zł brutto Szkolenia wprowadzające dla nowych pracowników oraz opieka trenera wewnętrznego podczas pierwszych tygodni pracy Przyjazna atmosfera pracy Możliwość skorzystania z pakietu Manpower Premium: prywatnej opieki medycznej, ubezpieczenia na życie oraz karty MultiSport Wyprawki dla nowo narodzonych dzieci naszych pracowników Karty przedpłacone oraz paczki świąteczne dla dzieci Poszukujemy osób: Chętnych do pracy w systemie trzyzmianowym Sumiennych, dokładnych, lubiących pracować w grupie Chętnych do nauki (doświadczenie nie jest wymagane) Kierujemy ofertę do osób w każdym wieku Zadania: Praca na linii montażowej (produkującej urządzenia elektroniczne) Pakowanie oraz testowanie produkowanych urządzeń elektronicznych Dbanie o jakość produkowanych wyrobów Zachęcamy do aplikowania! Dołącz do nas!Zastrzegamy sobie prawo do kontaktu z wybranymi kandydatami. APLIKUJ! Miejsce pracy: SieradzOferta: Zatrudnienie w oparciu o umowę o pracę na czas określony (pierwsza umowa - 3 miesiące, kolejne umowy 3-6 mies.; po przepracowaniu 18 miesięcy zatrudnienie na umowę o pracę bezpośrednio z firmą) Wynagrodzenie zasadnicze na start 2800 zł brutto Szkolenia wprowadzające dla nowych pracowników oraz opieka trenera wewnętrznego podczas pierwszych tygodni pracy Przyjazna atmosfera pracy Możliwość skorzystania z pakietu Manpower Premium: prywatnej opieki medycznej, ubezpieczenia na życie oraz karty MultiSport Wyprawki dla nowo narodzonych dzieci naszych pracowników Karty przedpłacone oraz paczki świąteczne dla dzieci Poszukujemy osób: Chętnych do pracy w systemie trzyzmianowym Sumiennych, dokładnych, lubiących pracować w grupie Chętnych do nauki (doświadczenie nie jest wymagane) Kierujemy ofertę do osób w każdym wieku Zadania: Praca na linii montażowej (produkującej urządzenia elektroniczne) Pakowanie oraz testowanie produkowanych urządzeń elektronicznych Dbanie o jakość produkowanych wyrobów Zachęcamy do aplikowania! Dołącz do nas!Zastrzegamy sobie prawo do kontaktu z wybranymi kandydatami."
;162805;ŚLUSARZ;722204;722204;722204;Wynagrodzenie brutto: od 2 800 PLNSystem wynagrodzenia: Czasowy ze stawką miesięczną
;1097073;inspektor weterynaryjny;325512;325512;325512;Kto szuka: BIP Kancelarii Prezesa Rady Ministrów - Służba Cywilna Stanowisko: inspektor weterynaryjny Lokalizacja: Krotoszyn wielkopolskie Opis stanowiska podany przez pracodawcę: Powiatowy Inspektorat Weterynarii w Krotoszynie Powiatowy Lekarz Weterynarii poszukuje kandydatów\kandydatek na stanowisko: inspektor weterynaryjny do spraw do spraw zdrowia i ochrony zwierząt Zespół do spraw zdrowia i ochrony zwierząt 63-700 Krotoszyn Zdunowska 116 Zakres zadań wykonywanych na stanowisku pracy: kontrolowanie dobrostanu i warunków utrzymywania zwierząt w gospodarstwach indywidualnych celem sprawdzenia spełnienia wymagań weterynaryjnych nadzorowanie podmiotów zajmujących się transportem i skupem zwierzat w celu stwierdzenia wymagań weterynaryjnych i zapewnienia warunków dobrostanu zwierząt podczas transportu nadzorowanie zakładów wykorzystujących materiał biologiczny w celu zapewnienia odpowiedniej jakości materiału biologicznego oraz zabezpieczenia epizootycznego nadzorowanie handlu, wywozu i przywozu zwierząt w systemie TRACES tworzenie i prowadzenie pisemnej i elektronicznej dokumentacji (decyzji, zaświadczeń) celem bieżącej kontroli prawidłowości funkcjonowania nadzorowanych podmiotów i gospodarstw oraz sprawozdawczości dotyczącej nadzorowanych podmiotów i gospodarstw celem posiadania aktualnej bazy danycha prowadzenie i aktualizowanie rejestru Powiatowego Lekarza Weterynarii celem przekazywania aktualnych danych dotyczących nadzorowanych podmiotów i gospodarstw do Wojewódzkiego Inspektoratu Weterynarii obsługa systemu TRACES Warunki pracy Praca biurowa i w terenie. W biurze użycie monitora ekranowego. Praca wykonywana w pozycji przemiennej, 8 godz. dziennie na terenie Powiatowego Inspektoratu Weterynarii w Krotoszynie lub poza siedzibą urzędu - delegacje w celu kontroli podmiotów i gospodarstw. Samodzielne kierowanie samochodem. Praca lekka, mały wydatek energetyczny. Inne informacje: W miesiącu poprzedzającym datę upublicznienia ogłoszenia wskaźnik zatrudnienia osób niepełnosprawnych w urzędzie, w rozumieniu przepisów o rehabilitacji zawodowej i społecznej oraz zatrudnianiu osób niepełnosprawnych, nie wynosi co najmniej 6%. - pierwszeństwo dla osób z niepełnosprawnościamiW miesiącu poprzedzającym datę upublicznienia ogłoszenia wskaźnik zatrudnienia osób niepełnosprawnych w urzędzie, w rozumieniu przepisów o rehabilitacji zawodowej i społecznej oraz zatrudnianiu osób niepełnosprawnych, nie wynosi co najmniej 6%. Nasz urząd jest pracodawcą równych szans i wszystkie aplikacje są rozważane z równą uwagą bez względu na płeć, wiek, niepełnosprawność, rasę, narodowość, przekonania polityczne, przynależność związkową, pochodzenie etniczne, wyznanie, orientacje seksualną czy też jakąkolwiek inną cechę prawnie chronioną. Każdy składany dokument powinien być podpisany. Kandydatki/kandydaci spełniający wymogi formalne zostaną zakwalifikowani do dalszych etapów naboru, o czym będą powiadomieni telefonicznie. W ciągu 3 miesięcy od dnia publikacji wyniku naboru istnieje możliwość odbioru złożonych dokumentów. Dodatkowe informacje można uzyskać pod nr tel. 62 725 32 23 Wymagania związane ze stanowiskiem pracy niezbędne wykształcenie: wyższe weterynaryjne doświadczenie zawodowe/staż pracy doświadczenia zawodowego pozostałe wymagania niezbędne: prawo wykonywania zawodu posiadane prawo jazdy znajomość przepisów w zakresie prawa weterynaryjnego dyplom ukończenia studiów umiejętności redakcyjne, pisanie pism, obsługa programów MS Office Posiadanie obywatelstwa polskiego Korzystanie z pełni praw publicznych Nieskazanie prawomocnym wyrokiem za umyślne przestępstwo lub umyślne przestępstwo skarbowe wymagania dodatkowe samodzielność dyspozycyjność komunikatywność odpowiedzialność umiejętność pracy w zespole Dokumenty i oświadczenia niezbędne: CV i list motywacyjny Kopie dokumentów potwierdzających spełnienie wymagania niezbędnego w zakresie wykształcenia Oświadczenie o posiadaniu obywatelstwa polskiego Oświadczenie o korzystaniu z pełni praw publicznych Oświadczenie o nieskazaniu prawomocnym wyrokiem za umyślne przestępstwo lub umyślne przestępstwo skarbowe Dokumenty i oświadczenia dodatkowe:kopia dokumentu potwierdzającego niepełnosprawność - w przypadku kandydatek/kandydatów, zamierzających skorzystać z pierwszeństwa w zatrudnieniu w przypadku, gdy znajdą się w gronie najlepszych kandydatek/kandydatówKopie dokumentów potwierdzających spełnienie wymagania dodatkowego w zakresie doświadczenia zawodowego / stażu pracyDokumenty należy złożyć do: 2021-08-31Decyduje data:stempla pocztowego / osobistego dostarczenia oferty do urzęduMiejsce składania dokumentów: Powiatowy Inspektorat Weterynarii, ul. Zdunowska 116, 63-700 Krotoszyn Kontakt do pracodawcy: Kliknij tutaj, aby skontaktować się z pracodawcą lub wysłać swoje CV » Aplikuj na tą ofertę pracy
;190586;Operator na produkcji (darmowy transport z Żyrardowa i Sochaczewa);818990;754903;818990;Kto szuka: Adecco - produkcja M PL Stanowisko: Operator na produkcji (darmowy transport z Żyrardowa i Sochaczewa)
;1228542;Przedstawiciel Handlowy;332203;332203;332203;"Kto szuka: Klient portalu Praca.pl Stanowisko: Przedstawiciel Handlowy Lokalizacja: opolskie Opis stanowiska podany przez pracodawcę: Opis stanowiska Sprzedaż produktów Klientom detalicznym; Realizacja obowiązującego standardu sprzedaży i obsługi Klientów; Dbanie o dobry wizerunek Firmy; Rozwijanie dotychczasowej bazy Klientów. Uczestnictwo w targach, konferencjach, eventach branżowych. Wymagania stawiane pracownikowi: Wymagania Minimum roczne doświadczenie na stanowisku Przedstawiciela Handlowego z branży FMCG lub zoologicznej; Czynne prawo jazdy kat. B i gotowość do pracy w terenie; Łatwość w nawiązywaniu kontaktów; Nastawienie na sukces; Zaangażowanie i wytrwałość w dążeniu do celu. Mile widziane: Znajomość branży zoologicznej; Zainteresowania związane z tematyką zwierzęcą. Firma oferuje: Oferujemy Umowę o pracę; Wynagrodzenie stałe oraz prowizję adekwatną do osiąganych wyników; Profesjonalny pakiet szkoleń produktowych oraz sprzedażowych; Możliwość awansu w strukturach firmy; Sprzęt niezbędny do pracy: samochód służbowy, laptop i telefon komórkowy. Kontakt do pracodawcy: Kliknij tutaj, aby skontaktować się z pracodawcą lub wysłać swoje CV » Aplikuj na tą ofertę pracy"
;1297752;Młodszy specjalista ds. Finansów;431290;431290;241103;Interesujesz się ekonomią i finansami? Chcesz zdobyć pierwsze doświadczenie? Zapraszam do aplikacji! Młodszy specjalista ds. Finansów Nr ref.: 37461881/jobs.pl Kraków (małopolskie) zadania W zależności od zespołu: wsparcie wewnętrznych i zewnętrznych audytów finansowych i biznesowych kontrola obszarów ryzyka w procesach finansowych analiza przepływów pieniężnych wsparcie działu kredytowego analiza i interpretacja danych wsparcie w bieżących projektach wsparcie procesów systemowych utrzymywanie odpowiednich standardów i wytycznych dotyczących poszczególnych projektów oczekujemy bardzo dobrej znajomości języka angielskiego (min. B2) wykształcenie wyższe z zakresu finansów lub rachunkowości będzie dodatkowym atutem ogólna znajomość głównych procesów związanych z analizą i kontrola biznesu, cash flow bardzo dobrej praktycznej znajomości programów Word, Excel i MS Outlook umiejętności analitycznych i skupienia na rozwiązaniu problemu komunikatywności i umiejętności interpersonalnych samodzielności i odpowiedzialności dostępności w pełnym wymiarze godzin od poniedziałku do piątku oferujemy pracę dla wiodącej firmy z branży paliwowej możliwość zdobycia doświadczenia międzynarodowe środowisko elastyczne godziny pracy dofinansowanie do wyposażenia na 'home office' pakiety sportowe, zniżki do kin, dodatkowy pakiet medyczny wynagrodzenie ok. 4000 brutto Agencja zatrudnienia nr wpisu 47
